Species              Kbu       Ktd      Kdir    Kindir         K
PlaF             1.03333   0.62500   1.53333   0.12500   1.65833
Bird             0.00000   1.63542   1.08333   0.55208   1.63542
PisF             0.00000   0.85417   0.58333   0.27083   0.85417
BentF            0.00000   3.51042   2.33333   1.17708   3.51042
BeDepF           2.05000   0.25000   1.78333   0.51667   2.30000
BeSuspF          0.53333   0.56250   1.03333   0.06250   1.09583
MacroZP          0.20000   0.56250   0.70000   0.06250   0.76250
MesoZP           2.58333   0.25000   1.95000   0.88333   2.83333
Phyto            8.00000   0.00000   3.00000   5.00000   8.00000
