"TI1";"1";"13";"14";"15";"17";"18";"20";"21";"22";"23";"24";"25";"42";"43";"50";"51";"52";"2";"19";"3";"44";"45";"46";"47";"48";"49";"53";"4";"54";"5";"6";"7";"8";"9";"10";"11";"12";"16";"26";"32";"33";"34";"35";"36";"37";"27";"31";"38";"39";"28";"29";"30";"40";"41";"56";"55";"57";"58";"59";"60";"61";"62";;SUM
"1";"0,00";"0,33";"0,08";"0,06";"0,08";"0,10";"0,25";"0,05";"0,05";"0,05";"0,09";"0,10";"0,03";"0,03";"0,03";"0,03";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"1,40"
"13";"0,00";"0,00";"0,08";"0,06";"0,00";"0,00";"0,25";"0,00";"0,05";"0,00";"0,09";"0,10";"0,03";"0,03";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,00";"0,04";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,91"
"14";"0,00";"0,00";"0,08";"0,06";"0,08";"0,10";"0,00";"0,05";"0,05";"0,05";"0,09";"0,10";"0,03";"0,03";"0,03";"0,03";"0,04";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,03";"0,04";"0,04";"0,05";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"1,09"
"15";"0,00";"0,00";"0,00";"0,06";"0,00";"0,00";"0,00";"0,05";"0,05";"0,05";"0,00";"0,00";"0,03";"0,03";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,03";"0,04";"0,04";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,55"
"17";"0,00";"0,00";"0,00";"0,00";"0,08";"0,10";"0,00";"0,05";"0,05";"0,05";"0,00";"0,00";"0,03";"0,03";"0,03";"0,03";"0,04";"0,00";"0,08";"0,00";"0,03";"0,03";"0,03";"0,03";"0,04";"0,04";"0,05";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,84"
"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,22"
"20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,04";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,13"
"21";"0,00";"0,00";"0,00";"0,06";"0,00";"0,00";"0,00";"0,05";"0,05";"0,05";"0,00";"0,00";"0,03";"0,03";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,03";"0,04";"0,04";"0,05";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,57"
"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,05";"0,05";"0,05";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,36"
