Species                 Kbu       Ktd      Kdir    Kindir         K
BalWhale            0.05000   6.09842   2.68004   3.46838   6.14842
ToothWhale          0.00000  22.00000   5.13004  16.86996  22.00000
Pinni               0.05000   6.95079   3.18004   3.82074   7.00079
Bird                0.10833   0.70473   0.61338   0.19968   0.81306
Acod                0.27647   3.16495   1.90200   1.53942   3.44142
GreenHal            0.17010   2.92731   1.51942   1.57798   3.09740
Jcod                1.17933   0.60206   1.28408   0.49731   1.78139
Saithe              0.26829   1.82335   1.33801   0.75362   2.09164
RedFish             1.08131   0.86380   1.42297   0.52213   1.94510
OflatFish           0.59442   0.92282   1.07809   0.43915   1.51724
OdemFish            0.37466   1.50596   1.32614   0.55447   1.88062
Hadd                0.39512   1.06529   0.99079   0.46961   1.46040
Herr                2.13609   0.22807   1.26060   1.10356   2.36416
Opel                1.65485   0.33256   1.17819   0.80922   1.98741
Ofish               2.35653   0.58296   2.01946   0.92003   2.93949
Cape                2.23466   0.22807   1.55786   0.90487   2.46273
Neph                0.68014   0.34572   0.80361   0.22225   1.02586
Mollu               0.42921   0.56996   0.75478   0.24439   0.99917
NorthShri           1.68767   0.34572   1.35002   0.68338   2.03339
Benth               5.36872   1.00000   3.78856   2.58016   6.36872
Zoopl               8.55410   0.16667   3.95523   4.76554   8.72076
BenthPro            6.36872   0.00000   1.00000   5.36872   6.36872
Phyto              14.63128   0.00000   2.86667  11.76461  14.63128
