Species                Kbu       Ktd      Kdir    Kindir         K
Engra              0.09141   1.51089   1.11916   0.48315   1.60231
Ari                0.09697   4.87509   2.48506   2.48699   4.97206
Gerre              0.69955   1.49777   1.73784   0.45948   2.19732
Haemul             0.00000  18.00000   4.39416  13.60584  18.00000
Scian              0.06667  10.13463   3.18939   7.01190  10.20129
Lutjan             0.06667   1.29526   0.76515   0.59677   1.36193
Spar               0.16364   1.36618   0.99340   0.53642   1.52982
Tetraod            0.16364   1.04565   0.92673   0.28256   1.20929
Ofish              0.25505   0.95039   0.84416   0.36129   1.20544
Brachy             1.07868   0.82989   1.47951   0.42906   1.90857
Penae              1.85857   0.52704   1.78027   0.60534   2.38560
OmacroInv          1.30386   1.01692   1.81006   0.51071   2.32078
MicroCrus          2.22110   0.19057   1.53178   0.87989   2.41167
Mollu              1.73730   0.51057   1.68734   0.56053   2.24787
Polychae           2.25250   0.19057   1.53178   0.91129   2.44307
MeioFau            5.37558   0.19143   2.23254   3.33447   5.56701
Zoopl              5.47202   0.20000   1.88611   3.78591   5.67202
BenthAuto          9.26445   0.00000   3.01944   6.24500   9.26445
Phyto              7.73555   0.00000   1.58611   6.14944   7.73555
