Species               Kbu       Ktd      Kdir    Kindir         K
Totoa             0.20680   3.58171   1.57702   2.21150   3.78852
Vaqu              0.00000   6.30442   1.89563   4.40878   6.30442
LobMar            0.17483   6.33069   2.03896   4.46656   6.50552
Tibur             0.00000  19.69558   3.30397  16.39161  19.69558
BallDent          0.09091   9.75898   2.85321   6.99668   9.84989
Merlu             0.39551   1.12147   1.14094   0.37604   1.51698
BallBar           0.17483   0.64850   0.67427   0.14905   0.82333
Sciae             0.59442   3.87874   2.35606   2.11710   4.47316
Serran            0.38163   5.13192   2.49846   3.01509   5.51355
Rhino             0.50150   2.85991   1.69094   1.67047   3.36141
Stomat            1.32962   0.70493   1.27305   0.76151   2.03455
Jaib              0.43227   1.17719   1.17225   0.43721   1.60946
Manta             0.55997   1.95891   1.50559   1.01329   2.51888
OtroPec           1.88627   1.60051   2.49131   0.99546   3.48678
Major             1.30280   0.73691   1.43100   0.60871   2.03971
PecPla            0.68423   1.90304   1.53612   1.05115   2.58727
CDeRo             1.97099   0.39780   1.44646   0.92233   2.36879
Haemu             1.28163   0.71582   1.40520   0.59225   1.99745
Mycto             0.90492   0.52251   1.11827   0.30917   1.42743
Ccafe             0.72560   0.39780   0.82860   0.29480   1.12340
Cazul             2.47063   0.39780   1.70043   1.16800   2.86843
Cefalo            1.56798   0.16071   1.07021   0.65849   1.72870
Polique           4.21835   0.31044   2.33376   2.19503   4.52879
Pelagic           0.94064   0.16071   0.83093   0.27043   1.10136
InFau             5.62975   0.23764   2.61585   3.25153   5.86738
Zoopl             9.34631   0.08333   3.32183   6.10782   9.42964
Fitopl           18.95727   0.00000   3.77063  15.18663  18.95727
Macrofit          7.04273   0.00000   2.11905   4.92369   7.04273
