Species                    Kbu       Ktd      Kdir    Kindir         K
Mpred                  0.25000   4.00000   1.89286   2.35714   4.25000
Lpred                  0.00000   7.20833   1.80952   5.39881   7.20833
LzooBenthFeed          0.50000   2.33333   1.59286   1.24048   2.83333
DemFeed                0.62500   1.38889   1.34286   0.67103   2.01389
MesoPelaFeed           1.03125   0.79167   1.25952   0.56339   1.82292
PlFeed                 2.29167   0.96429   2.50952   0.74643   3.25595
MollFeed               0.00000   0.79167   0.55952   0.23214   0.79167
Zoopl                  3.38889   0.50000   2.45000   1.43889   3.88889
Phyto                  5.48611   0.00000   1.33333   4.15278   5.48611
Det                    2.51389   0.00000   1.25000   1.26389   2.51389
