Species                   Kbu       Ktd      Kdir    Kindir         K
Phyto                 5.13179   0.00000   2.16667   2.96513   5.13179
MicroZoopl            1.53127   1.16667   1.75000   0.94794   2.69794
Copyp                 1.82947   1.50000   1.84091   1.48856   3.32947
Mysid                 1.35246   2.12500   1.95202   1.52544   3.47746
UpoAfri               1.50114   0.41667   1.69369   0.22412   1.91780
FishLarv              0.15704   1.57292   0.75758   0.97238   1.72996
ZooplEater            1.79454   1.82292   2.61035   1.00710   3.61746
BenthMicroAl          6.14580   0.00000   3.75000   2.39580   6.14580
MeioFau               0.98753   0.26786   0.85877   0.39662   1.25539
Det                   0.82816   0.26786   0.80877   0.28725   1.09601
Graz                  0.15704   0.14286   0.23377   0.06613   0.29990
SuspFeed              1.09899   0.26786   1.04488   0.32197   1.36685
CalliaKra             1.18437   0.26786   1.32897   0.12326   1.45223
Sol                   0.15972   0.26786   0.39286   0.03472   0.42758
Herb                  0.43750   1.69048   2.00397   0.12401   2.12798
Epiph                 0.35938   0.00000   0.25000   0.10938   0.35938
FreeWat               1.26564   0.00000   0.50000   0.76564   1.26564
AttWat                3.48048   0.00000   1.33333   2.14714   3.48048
SedBaci               5.61692   0.00000   3.09091   2.52601   5.61692
CarnMac               0.88447   1.22381   1.73535   0.37293   2.10828
BenthFeed             0.72743   7.49719   4.67778   3.54685   8.22462
Pisci                 0.00000  10.93229   2.31667   8.61563  10.93229
CatFish               0.15972   3.12214   0.99167   2.29019   3.28186
Leer                  0.00000  10.89747   2.45000   8.44747  10.89747
DuskyKob              0.27778   9.81605   3.59444   6.49938  10.09382
Bird                  0.00000   1.69975   1.11667   0.58309   1.69975
Grunter               0.16667   0.55308   0.58333   0.13641   0.71974
SkipJack              0.00000   0.47049   0.16667   0.30382   0.47049
