0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0
0.858,0,0,1.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.214,98.345,0,6.927,0,0,0,0,0,0,12.588,0,0,0,0,0,0,0,0
0.086,98.345,0,0,0,11.574,3.624,0,0,0,3.873,0,10.012,0,0,0,0,0,0
0.214,113.475,0,51.954,0,3.307,0,0,0,0,12.588,0,10.012,0,0,0,0,0,0
0.686,75.65,0,121.227,0,0,0,0,0,0,0.968,0,4.005,0,0,0,0,0,0
0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.515,113.475,0,13.855,0,0,0,0,0,0,0,0,2.002,0,0,0,0,0,0
0.343,75.65,0,0,0,0,0,0,0,0,0,0,64.079,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.729,13.617,0,17.318,0,0,0,0,0,0,0,0,4.005,0,0,0,0,0,0
0.18,0,0,207.818,0,71.094,0,2.612,0,0.002,0,0,260.322,8.862,0,0,0,0,0
1.929,30.26,36.669,173.181,9.165,132.269,2.478,0,2.146,0.007,24.207,5.7,0,44.31,0,0,0,0,0
2.29,46.903,91.673,571.499,0,363.739,0,2.612,0,0.002,81.335,98.8,640.791,0,0,0,0,0,0
0.094,0,117.341,121.227,4.583,133.922,0,0,10.731,0.021,0,374.3,70.087,261.43,0,0,0,0,0
0,15.13,661.876,207.818,743.9,264.537,0,10.446,0,0,38.731,5.7,140.173,26.586,376.556,0,0,0,0
0,0,0,0,1.528,0,0,0,0,0,0,41.8,100.124,753.274,286.182,5280,0,0,0
0,0,0,0,1.528,0,0,0,0,0,0,5.7,10.012,372.206,165.684,1320,0,0,0
0,0,9.167,150.668,0,357.125,0,2580.235,1944.518,0.02,0,1052.6,400.495,793.153,1265.226,0,0,0,0
