0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00531,0,0,0,0,0,0,0,0,0,0,0,0.00241,0,0,0,0.005372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030342,0.04897,0.003161,0.04269,0,0.005919,0,0.030381,0,0.002588,0,0,0.02556,0.010122,0,0.003695,0,0.034027,0.047126,0.001187,0.012691,1.1e-05,0,0,0,0,0,0.020086,0,0,0,0,0,0,0,0,0,0
0,0.007965,0,0,0,0,0,0,0,0,0,0,0,0.005302,0,0,0,0.006566,0,0,0,0,0,0,0.006356,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018672,0.0413,0,0.251713,0.016413,0.431983,0,0.030381,0.007754,0.005175,0.000132,0,0.002556,0.020726,0,0.317767,0,0.288329,0.117647,0.011157,0,0.002222,0,0,0.001138,0,0,0.139332,0,0,0,0,0,0,0,0,0,0
0,0.02714,0.003161,0.031666,0,0.005919,0.007357,0,0,0.007763,0.000238,0,0,0,0,0.028888,0,0.025072,0.016581,0.006409,0,0,0,0,0,0,0,0.020086,0,0,0,0,0,0,0,0,0,0
0,0.010325,0,0.006395,0.000803,0,0,0.003377,0,0.010868,0.000714,0,0,0.051574,0,0,0,0.011342,0.014318,0.001187,0.021217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000148,0,0.003606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0059,0,0.013122,0,0,0,0.003377,0.000131,0.002588,0.000297,0,0.000511,0.020726,0,0.000167,0,0.009551,0.053135,0,0,1.1e-05,0,0,0.003795,0,0,0,0,0,0,0,0,0,0,0,0,0
