0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.577,0,0.234,0,0,0.269,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,12.842
0,0,0,0,0,0,0,0,0,0,1.208,0,0,0,0,180.891,0,0,0,0,6.048,0,577.745,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.025,28.81,0,0,0,0,0,0,0,0,0,0,0,282.013,0,0,119.198,99.022,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,19.493,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.439,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0.68,0.68,0.68,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0.14,0,0,0,0,0,0,0
0,8.381,0,30.022,0,0,0,0,0.034,0.002,0,0,0,0,16.517,16.517,16.517,0,6.979,0,0,0,0,13.674
0,10.126,0,35.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.237
0,0,0,22.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.469,0,0,0,0,0
0,0,53.781,22.008,0,0,0,0,0,0,0,0,0,0,73.845,73.845,73.845,0,5.469,0,0,0,0,14.507
47.415,0,8.199,22.008,0,0,0,0,0,0,0,0,0,0,29.363,29.363,29.363,0,5.469,0,0,0,0,29.682
0,83.943,0,40.568,0,0,0,0,0,0.007,0,0,115.388,0,48.291,48.291,48.291,0,33.59,0,0,0,0,7.267
1.616,0,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25
0,0,0,0,0,0,0,0,0,0,0.788,0,0,0,0,413.211,0,0,0,0,4.04,0,275.955,0
0,0,16.666,0,0,0,0,0,0,0,0,0,0,0,1.909,1.909,1.909,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0.094,0,0,0,0,0,0,0
1.697,0,0,73.943,0,0,0,0,0.047,0.007,0.184,0,0,0,0,218.148,13.065,0,2.186,0,0.361,0,0,0
4.446,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
