0,0.083,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.016,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0
0.744,0.11,0,0,0.685,0,0.034,1.048,0,0.551,1.737,0.131,2.752,2.289,0.942,1.308,5.787,0,0.19,0.924,0.163,0.011,0
0,0,129.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.004,0
1.826,0.455,0,0,0.914,0,0.471,0.197,0,0,0,0,0,0.185,0.028,0.097,0,0,0.223,0.185,0.592,0.019,0
0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.016,0
0.022,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.02,0.016,0
0.034,0.455,0,0,0.011,0,0,0,0,0,0,0,0,0,0.041,0,0.03,0,0.223,0,0.002,0.019,0
0.033,0.083,0,0,0,0,0.059,0,0,0,0,0,0,0.048,0,0.026,0,0,0.085,0.031,0.002,0.016,0
0,0.165,0,0,0,0,0.026,0,0,0,0,0,0,0.15,0,0,0,0,0.237,0,0,0.254,0
0,0.058,0,0,0,0,0,0,0,0,0.007,0,0,0.002,0,0,0,0,0.004,0,0,0.011,0
0.751,0.11,0,0,0,0,0.079,0.069,0,0.202,0,0,0,0.165,0,0.086,0,0,0.19,0.08,0,0.011,0
0.135,0.083,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.016,0
0.575,0.083,0,0,0.091,0,0.158,0.026,0,0.094,1.303,0,0,1,0,0.523,0,0,0.085,0.246,0.53,0.016,0
0.183,0.083,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0.085,0,0.004,0.016,0
0.352,0.083,0,0,0.032,0,0.119,0,0,0,0,0,0,0,2.771,0,0,0,0.085,0.123,0.002,0.016,0
0,0,0,0,0,2.731,0,0,0.531,0.134,0,0.022,0.459,0,0,0,0,0,0,0,0,0,363.86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0
0.065,0.165,0,0,0,0,0.261,0.006,0,0,0,0,0,0.1,0,0.157,0,0,0.014,0,0.02,0.048,0
0.033,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.016,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.386,9.256,0,0,0.162,24.581,0.002,0.611,4.777,0.363,2.606,0.218,5.045,0.2,23.55,0.105,23.511,0,0.153,4.57,0.702,0.002,0
