0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.001,0,0,0,0,0,0,0,0.003,0.019,0,0.027,0.052,0,0.003,0.004,0.001,0.001,0.005,0.015,0.013,0,0,0,0.022,0.005,0.502,0.002,0,0.004,0,0
0,0,0,0,0,0,0,0,0.014,0.026,0.006,0,0,0.104,0,0,0.011,0.01,0.001,0,0.015,0.027,0.018,0,0,0,0,0.003,0,0,0,0,0
0,0.001,0,0,0,0,0,0,0,0.003,0.019,0,0,0.005,0,0,0.004,0.001,0.001,0.005,0,0,0,0,0,0.011,0,0.126,0.001,0,0.002,0,0
0,0,0,0,0,0,0,0,0.014,0,0.006,0,0,0.052,0,0.006,0.011,0.01,0.001,0,0.015,0.027,0.018,0,0,0,0,0.003,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0.029,0,0.003,0.002,0,0,0,0.002,0.003,0,0,0,0.002,0,0.003,0.002,0,0,0,0
0.003,0,0.003,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.566,0.003,1.489,0.718,0.003,0,0,0,0,0,0.117,0,0.041,0.005,0.036,0
0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0.052,0,0,0.021,0,0,0,0.015,0,0,0,0,0.002,0.011,0.006,0.003,0,0,0,0
0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.012,0,0.01,0.001,0.005,0
0,0.001,0,0.631,0,0.15,0,0.06,0,0.05,0.176,0,0.027,1.042,0,0.008,0.292,0,0.054,0,1.419,0.263,0,0,28.934,0.922,0.094,0.785,0.018,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.003,0
0.002,0.001,0.002,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.043,0.012,0.001,0,0,0,0
0,0,0,0.087,0.2,0.021,0.07,0.004,0,0.004,0,32.247,0,0.463,0,0,0.396,0,0,0,2.593,0.027,0,0,6.817,0.07,0,0,0.007,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0.01,0,0,0
0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.082,0.003,0,0,0,0,0.002,0.012,0.001,0.01,0.004,0.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.027,0.906,0.014,0,0,0,0,0,0,0.102,0,0.367,0.006,0.061,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0.007,0,0,0,0,0,0,0,0.191,0,0.013,0,0,0.075,0,0,0,0.962,0,0.157,0,0,0,0.153,0.069,0.625,0.012,0.839,0.007,0.204,0
0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.01,0,0.003,0
0.019,0,0.012,0,0,0,0,0,0,0,0,0,0.053,0,0,0.041,0,0,0.065,0.953,3.017,0,0,0,0,0,0,0.025,0,0.46,0.008,0.117,0
0,0,0,0.299,0.802,0.102,0.28,0.009,9.644,0.021,0.155,60.939,0,0.249,0,0,0,3.377,0,0,1.843,0,3.809,0,7.271,0,0,0,0,0,0,0,1433.006
0,0.002,0.002,0.198,0,0.151,0,0.042,0,0.062,0,0,0.018,0.492,0,0.018,0.583,0,0.017,0,1.451,0.788,0,0,0,0.48,0.076,0.2,0.004,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.023,0,0.032,0,0,0,0,0.046,0.102,0.004,0.01,0.001,0,0
0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0.003,0.002,0.01,0,0,0
0.005,0,0.002,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0.252,0.005,0.023,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.005,0,0
0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0.01,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001,0,0.299,2.805,0.125,0.979,0.021,13.127,0.006,0.191,44.943,0,0.249,0,0.026,0,5.066,0.091,0,3.425,0.003,13.376,0,7.271,0,0,0,0,0,0,0,0
