0,0,0.576,0,0,0,0,0.514,0,0,0,0,0.098,0,0,0,0,0,0,0.005,0,0,0.056,0.136,0.345,0,0,1.458,0.076,0.083,0.453
0,0,2.59,0,0.328,0,0,0.871,1.534,0,0,0,0.098,0,0,0,0,0,0,0.024,0,0,0.147,0,0,0.241,0,0.172,0,0.008,0.061
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.374,0,0,0,0,0.073,0.003,0.164,0.121
0,0,2.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0
0,0,0.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0.105,0.01,0.073,0.25
0,0,2.59,0,0,0,0,0.022,0,0,0,0,0.098,0,0,0,0,0,0,0.005,0,0,0,0.002,0,0,0,0.295,0.01,0.291,0.453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472,3.959,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.288,0,0.036,0,0,0.089,0,0,0,0,0.076,0,0,0,0,0,0,0.11,0,0,0.049,0.008,0,0.011,0,0.088,0.082,0.012,0.453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0.041,0.017,0
0,0.009,0,0.012,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.288,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0.001,0.013,0,0.011,0,0.029,0,0.005,0.03
0.001,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.576,0,0,0,0,0.01,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.009,0,0,0,0.291,0,0.017,0
0.066,0.009,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0.043,0
0,0,2.59,0,0,0,0,0,0,0.658,0,0,0.098,0,0,0,0.472,0,0,0,0,0,0.089,0,0.967,0,0,0,0.044,0.149,0
21.158,5.67,17.914,0,28.756,23.4,0,0.087,6.044,0,0,0,4.429,0,0,0,0,0,0,0,53.654,0,0,0.062,24.171,3.527,0,0,0,0.274,0.607
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
0,0,0.576,0,0.728,0,0,0.108,1.534,0,0,0,0.054,0,0,0,0,0,0,0.067,0,0,0.186,0,0.69,0.207,0,0.02,0,0.083,0.212
20.497,0.945,20.621,2.983,6.552,23.4,0,0.006,4.372,0,0,0,0.478,0,12.971,0,0,0,199.741,0,35.769,0,0,0,41.229,1.276,0,0,0,0.184,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0
0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0
0,0,2.592,0,0,0,0,0.075,1.534,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.284,0.003,0,0.621,0,0.309,0.09,0.241,0.485
0,0,0.288,0,0,0,0,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.01,0,0,0,0,0.3,0.017,0
21.82,87.885,0,2.947,0,72.8,0,0,0,0,0.508,0.641,0,0.018,0,1.12,0,0,299.612,0,0,1733.333,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.002,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
