0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0
0,0,0,0,0,0,0,0.052,0,0.001,0,0,0.021,0.01,0.004,0,0.003,0.015,0,0,0,0.004,0.035,0,0,0.004,0,0
0,0,0,0,0,0,0,0.313,0,0.012,0,0,0.021,0.104,0.003,0,0.372,0.077,0,0,0.04,0.134,0.028,0.112,0,0.001,0,0
0,0,0,0,0,0,0,0,0,0.011,0,0,0,0.004,0,0,0,0.002,0,0,0,0.021,0.013,0,0,0,0,0
0,1.04,0,0,0,0,0,0.104,0,0,0.053,0,0,0,0,1.164,1.521,0,0,0,0,0.184,0,0,0,0.005,0.005,0
0,0,0.039,0.545,0.018,13.435,0,0,58.124,0.038,0,0,0,0,0,3.75,3.787,0,0.36,95.88,0,0,0,0.133,0,0,0,1657.224
0,0.949,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,2.701,0,0,0,0,0.138,0.006,0.017,0.208,0.008,0.001,0
0.125,0,0.266,1.526,0.047,0,0,9.124,0,0.04,0.014,0,2.85,4.367,0.009,0,2.949,5.247,0,62.477,0.731,1.246,0.285,1.447,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.04,0,0.023,0,0,0,0,0
0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0
0,0,0.018,0.156,0.004,0,0,16.945,30.757,0.017,0,0,3.855,0.332,0,0,5.339,0.153,0,29.073,0,0,0.238,0.02,0,0,0,0
0,0.522,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0.497,0.629,0,0,0.013,0.167,0.01,0,0.157,0.002,0.004,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0.357,0.167,0.065,0,0,0,0,0
0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.004,0.004,0
0.063,0.321,0,0,0,0,0,0,0,0,0.117,0,0,0,0.089,0,0,0,0,0,0,0.105,0,0,0.204,0,0.006,0
0,0.569,0,0,0,0,0,0,0,0,0.128,0,0,0.591,0.079,0.368,0,0.905,0,0,0.377,1.004,0.123,0,0.522,0.006,0.007,0
0,0.088,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0.317,0.017,0.002,0,0,0.01,0,0
0.085,0.011,0,0,0,0,0,0,0,0,0.038,0,0,0,0.043,0,0.003,0,0,0,0,0,0,0,0,0,0.008,0
0.038,0,0.185,0.715,0.065,0,0,11.053,0,0.016,0,0,5.659,2.272,0.019,0,3.011,2.363,0,0,0.586,0.276,0.065,0.409,0,0,0,0
0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.038,0,0.1,0.003,0,0
0,0.069,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0.155,0.006,0.007,0
0,0.011,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0.002,0
0,0,0,0,0,0,0,0,0,0.033,0,0,0.369,0.228,0,0,0.217,0,0,0,0.226,0.013,0.123,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.243,0,0.093,0.545,0.022,18.236,0,0.469,42.866,0.013,0,0,0,0,0.027,3.501,7.077,0,0.391,175.059,0,0,0,0.041,0,0,0,0
