0,0,0.527,0,0,0,0,0,0.313,0.895,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.448,0,0,0,0,0,0,0,0,0,0,0,0
0,0.375,0,0,0.439,0,0,0,0.313,0,0,0,0,0
0,2.145,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.66,0,0,2.75,0,0.282,1.901,0,0,0,0
0,0,0.829,0,0,0,0,0,0,1.342,0,0,0,0
0,0,0.678,0.99,2.266,0,22,0,0,2.684,5.04,12,1.4,1350
0,0.375,0,0,0,0,0,0,0,0,0,0,0,0
0,0.697,2.486,0,0,0,0,0,0.313,0,0.18,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.939,0,0,0,0,0
6.72,0,0.603,1.65,3.655,0,8.25,0,0,1.677,5.04,15,1.75,0
