0,0.005,0,0.162,0.02,0,0.151,0.017,0,0,0,0,0,0,0,0,0.017,0.141,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.124,0,3.899,2.13,0,29.106,6.801,0.522,0,0,0.004,0.504,0.841,0,0,1.756,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0
0,0.044,0,0,0,0,0,0.04,0,0,0,0,0,0.044,0,0,0.002,0,0,0,0,0
0,0.067,0,0.193,0.358,0,0.375,0.022,0,0.157,0,0,0,0.233,0.23,3.499,0,0.11,0,0.046,0,0
0,0.143,0,0.162,0.037,0,0,0.009,0,0,0,0,0,0.043,0,0,0.016,0.014,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.04,0,0.555,0.466,0,2.107,0,0,13.983,0,0,0,0.069,0.109,4.071,0.018,0.145,0,0,0,0
0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0
0,0,0,0.068,0.012,0,0.095,0,0,0.649,0,0,0,0.021,0.242,0,0,0.014,0,0,0,0
0,0,0,0.054,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0.007,0,0
0.162,0,0,0.023,0,0,0,0,0,0,2.667,6.804,0,0,0,0,0,0,0,0,0,21.112
0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.086,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.117,0,0.114,0.226,0,0.174,0.018,0,0,0,0,0,0.083,0,0,0.073,0.504,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0
2.544,0.015,0,0,0,0,0.555,0.003,0,0.313,0,0,0,0,0,0,0,0.371,0,0,0,0
