0,0,0.511,0,3.538,5.384,0,0,0.217,0.061,0.237,0.36,0,0.644,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.048,0,0,0,0,0,0.237,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.811,0,0,0,0,1.605,0,0,0,0.119,0,0,0,0.825,0.001,0.012,0,0,0.084
0,0.268,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.02,0,0,0,0,0,0,0,0
0.017,0.404,0,0,0.505,0,0,0,0.456,0,0,0,0,0,0,0,0,0,0.025,0,4.01,0,0,0,0.267,0,0,0.015,0,0,0,0,0.005,0.106,0,0.31,0.312
0,0,0.414,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0.01,0,0,0.074,0,0,0.064,0,0.141,0.304
0.735,0,2.278,3.51,146.385,233.667,6.8,0,0.644,0.004,0.355,0.411,0,0.197,0.101,143.887,0.585,10.123,0,13.78,19.615,0,0,0,0,0,2.275,0.055,1.448,0,0.02,0,0.072,0.014,0,0.166,0.11
0.786,0,0.635,3.51,5.054,114.68,6.8,212.304,0,0,0,0.899,0,0.49,0,81.574,46.215,13.042,0,92.22,0,0,0,0,0,0,6.825,0.309,1.36,0,0,0,0.018,0,0.977,0,0
0,0,0.276,0,0,0,0,0,0.34,0.135,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0.036,0.003,0,0.005,0,0,0,0,0,0.079,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.266,0,0,0,0,0,0.186,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0
0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0.001,0.006,0,0.205,0.268
0,0,0,12.987,0,142.677,0,26.538,0,0,0,0,29.853,0,0,550.622,5.85,3.07,0,0,0,1374.84,5324.399,0,0,0,0,0,0.068,0,0,0,0.01,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.051,0.044,0,0,0,0,0.062,0,0,0,0.006,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0.001,0,0,0.015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.141,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0.016,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.033,0,0,0.008,0,0,0
