0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.081,0,0.978,0.063,0,0.003,0.065,0.346,0.006,0.009,0.06,0,0.011,0.003,0,0,0,0,0.128,0.067,0,0,0.172,0,0.541,0.035,0.02,0.033,0.006,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.018,0,0,0,0,0.005,0.798,0.05,0,0,0,0,0,0,0.635,0,0,0,2.183,0,0,0.146,0,0,0
0.001,0,0,0,0,0,0.003,0.007,0.002,0.001,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.018,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0,0,0.037,0.02,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0.008,0,0.004,0
0,0,0,0.007,0,0,0.033,0.004,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.001,0,0,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,8.228,0.136,0,0,0.001,0,0.228,0,0.009,0.437,0,0.037,0.011,0,0,0,0,0.298,0.134,1.389,0,0.345,0.007,0.393,0.193,0.129,1.316,0,0
0,0,0,0,0,0.018,0,0,0,0,0.011,0.845,0.014,0,0,0,0,0,0.001,0.694,0,0,0,7.119,0,0,0.144,0,0.001,0
0.003,0,0,0,0,0.025,0,0.059,0,0,0,0.809,0.028,0.001,0,0,0,0,0.06,0.078,0.387,0,0,0.287,0,0,0.583,0.447,0.001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.291,12.839,0,0,0,0,1.693,71.843,0,0,0,0,0,0,0,763.876
0.003,0,0.006,0.092,0,0,0.015,0.007,0.002,0.003,0.001,0,0.003,0.006,0,0,0,0,0,0,0,0,0.003,0,0,0,0.001,0.021,0.003,0
0.001,0,0,0,0,0,0.039,0.049,0,0,0.095,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0
0.001,0,0,0.003,0,0.001,0.003,0.066,0,0.09,0.127,0,0.054,0.001,0,0,0,0,0.083,0.058,0,0,0.447,0,0.565,0.065,0.08,0.156,0.004,0
0,0,0,0,0,0.056,0,0,0,0,0.004,0.347,0.148,0.002,0,0,0,0,0,0.355,0.365,0,0,0.577,0,0.008,0.3,0,0.01,0
0,0,0,0.009,0,0,0,0.072,0.008,0.008,0.007,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0
0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0.001,0.093,0.038,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004,0,0,0.025,0.013,0.006,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0.001,0
0.014,0,0,0.084,0,0.002,0.03,0.01,0.003,0.074,0.029,0,0.001,0.002,0,0,0,0,0,0,0,0,0.002,0,0.083,0.009,0,0,0.014,0
0.097,0,0.127,0.083,0,0.002,0.101,0.276,0.003,0.049,0.153,0,0.025,0.016,0,0,0,0,0,0.021,0,0,0.001,0,0.004,0.041,0.003,0,0.026,0
0.001,0,0,0,0,0,0.015,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.545,0,0,0,0,0,0,0,0,0,0,0.003,0,31.953,0,0,0,0.373,0.011,5.636,0,0.153,0.014,0.003,0.008,0.057,2.708,0,0
