Species                 Kbu       Ktd      Kdir    Kindir         K
PrimProd           36.83075   0.00000   4.56069  32.27006  36.83075
MicroZoopl         14.10035   0.10000   2.97680  11.22356  14.20035
MesoZoopl          12.39619   0.19167   4.91205   7.67580  12.58786
SuspFeed            2.55600   0.29120   1.75781   1.08938   2.84720
ShriPrawn           8.15525   0.29120   4.28074   4.16572   8.44646
Echino              2.23292   0.31483   1.81386   0.73390   2.54776
Bivalv              8.43465   0.10000   4.12458   4.41007   8.53465
Scalo               0.00000   0.10000   0.10000   0.00000   0.10000
Lobs                0.00000   0.59491   0.47436   0.12055   0.59491
Ogado               0.81663   1.43194   1.68013   0.56844   2.24857
Cepha               2.61912   3.74159   5.09002   1.27068   6.36071
SMDem               2.49230   0.85927   2.60489   0.74668   3.35157
Sgado               1.39003   0.92988   1.67987   0.64005   2.31991
Lemsole             0.31433   0.82508   0.96592   0.17348   1.13940
Awhit               0.06667   1.71766   1.11202   0.67230   1.78433
Herr                1.27899   0.15787   0.94463   0.49224   1.43686
Sprat               1.78873   0.42442   1.70693   0.50622   2.21315
Pil                 1.09804   0.15787   1.05460   0.20131   1.25591
Mack                0.86786   1.38912   1.70293   0.55405   2.25698
Scad                0.65043   3.38750   2.60996   1.42797   4.03793
MacroZoopl          1.59057   0.06620   0.65341   1.00336   1.65677
Acod                0.00000   5.73523   2.77946   2.95577   5.73523
Ray                 0.00000   1.99853   1.25002   0.74852   1.99853
Sande               1.97725   0.09954   1.36256   0.71423   2.07679
BaskSha             0.00000   3.69047   1.05556   2.63491   3.69047
Bird                0.00000   1.09421   0.74510   0.34911   1.09421
DepoFeed           11.16925   0.00000   5.20415   5.96510  11.16925
Whelk               0.05000   0.30572   0.30534   0.05039   0.35572
RedMull             0.32901   0.42193   0.40875   0.34219   0.75094
Jsole               0.37901   0.25918   0.36186   0.27632   0.63819
Asole               0.00000   0.25918   0.22095   0.03822   0.25918
Jplai               0.44568   0.26138   0.42292   0.28415   0.70706
Aplai               0.09091   0.26138   0.30625   0.04604   0.35229
Dab                 0.22576   0.65400   0.55253   0.32723   0.87976
LFlatFish           0.09091   0.48824   0.45825   0.12089   0.57915
Gurna               0.24601   1.07924   0.84657   0.47868   1.32525
Jwhit               0.78399   0.13381   0.68881   0.22899   0.91780
Jcod                0.55966   0.38094   0.77753   0.16307   0.94060
DogFish             0.00000   5.47618   3.89916   1.57701   5.47618
Bream               0.57901   0.18619   0.42201   0.34320   0.76521
Bass                0.00000   0.30240   0.22693   0.07547   0.30240
SMCrab              5.41244   0.10852   3.89588   1.62508   5.52096
Lcrab               0.13333   0.15286   0.26443   0.02176   0.28619
Lbott               0.25758   2.10466   1.40869   0.95355   2.36224
JohnDo              0.00000   3.27027   1.10598   2.16430   3.27027
AngFish             0.09091   2.74248   1.61924   1.21415   2.83339
Seal                0.00000  10.92839   4.55655   6.37185  10.92839
Hake                0.00000   3.21154   1.31069   1.90085   3.21154
ToothCet            0.50000   2.62426   1.66621   1.45806   3.12426
Sha                 0.00000   0.33868   0.07143   0.26726   0.33868
