1	1
1	6
1	9
1	12
1	17
1	21
1	23
1	25
1	31
1	35
1	39
2	1
2	9
2	12
2	21
2	31
2	35
2	39
3	31
3	36
3	39
4	1
4	6
4	9
4	12
4	21
4	25
4	31
4	35
4	39
5	1
5	6
5	9
5	12
5	21
5	23
5	31
5	35
5	39
6	6
6	9
6	12
6	21
6	25
6	31
6	39
7	11
7	18
7	31
7	36
7	39
8	1
8	6
8	9
8	12
8	17
8	21
8	23
8	25
8	31
8	33
8	35
8	39
9	9
9	12
9	21
9	31
9	35
9	39
10	3
10	11
10	31
10	36
11	11
11	31
11	36
11	39
12	9
12	12
12	21
12	31
12	39
13	3
13	10
13	11
13	18
13	29
13	31
13	36
13	39
14	1
14	6
14	9
14	12
14	17
14	21
14	23
14	31
14	35
14	39
15	1
15	6
15	9
15	12
15	17
15	21
15	23
15	25
15	31
15	35
15	39
16	3
16	11
16	18
16	29
16	31
16	36
16	39
17	31
17	39
18	3
18	11
18	18
18	31
18	36
18	39
19	30
19	31
19	37
20	30
20	31
20	37
21	9
21	12
21	21
21	31
21	39
22	1
22	17
22	21
22	23
22	31
22	33
22	35
22	39
23	12
23	21
23	31
23	35
23	39
24	1
24	6
24	9
24	12
24	17
24	21
24	22
24	23
24	25
24	31
24	33
24	35
24	39
25	31
26	6
26	17
26	22
26	23
26	31
26	33
26	39
27	37
28	30
29	10
29	31
29	36
30	6
30	9
30	12
30	17
30	21
30	22
30	23
30	31
30	35
31	31
32	29
32	31
32	36
32	39
33	31
33	39
34	1
34	6
34	9
34	12
34	17
34	21
34	23
34	25
34	31
34	35
34	39
35	9
35	12
35	21
35	31
35	35
35	39
36	3
36	11
36	31
36	36
36	39
37	3
37	10
37	11
37	18
37	29
37	31
37	32
37	36
37	39
38	30
38	37
39	31
