dl	
n=62
format=edgelist1
labels embedded
data:
1	13	0,00277
1	14	0,21109
1	15	0,13124	
1	17	0,28125
1	18	0,16614
1	20	0,14180
1	21	0,30063
1	22	0,08713
1	23	0,07740
1	24	0,00278
1	25	0,58369
1	42	0,13106
1	43	0,06615
1	50	0,08498
1	51	0,06256
1	52	0,04267
2	13	0,02683
2	17	0,00186
2	19	0,06280
2	20	0,02561
2	24	0,00565
2	25	0,00037
2	42	0,02587
2	50	0,00773
2	51	0,02360
2	52	0,01522
3	14	6,87630
3	15	0,21220
3	17	3,46160
3	18	0,27200
3	19	4,31708
3	20	0,24535
3	21	1,78891
3	22	0,48778
3	23	0,36863
3	24	0,07671
3	25	0,09909
3	42	1,80160
3	43	0,68097
3	44	0,30918
3	45	0,02593
3	46	0,06488
3	47	0,01555
3	48	0,14308
3	49	0,27577
3	50	5,74399
3	52	0,70138
3	53	1,10071
4	14	0,29025
4	15	0,21129
4	17	0,50083
4	18	0,19234
4	19	0,82306
4	21	1,13164
4	22	0,10588
4	23	0,18758
4	24	0,01873
4	25	0,01198
4	42	1,26837
4	43	0,62581
4	44	0,30069
4	45	0,05390
4	46	0,06613
4	47	0,01568
4	48	0,14292
4	49	0,29722
4	50	1,25541
4	51	0,18191
4	52	0,27931
4	53	0,49425
4	54	0,00348
5	14	7,38820
5	15	0,21220
5	17	3,68452
5	18	0,27373
5	19	0,58955
5	21	4,13449
5	22	0,14815
5	23	0,19389
5	42	7,24014
5	43	0,20668
5	44	0,35239
5	45	0,05487
5	46	0,18883
5	47	0,04290
5	48	0,14308
5	49	0,27577
5	50	4,12161
5	51	0,17911
5	52	0,86767
5	53	0,88832
5	54	0,00356
6	14	4,00018
6	15	0,11157
6	17	0,12186
6	18	0,11673
6	19	0,72429
6	21	0,32235
6	22	0,05922
6	23	0,14315
6	24	0,00063
6	25	0,01276
6	42	1,92421
6	43	0,39524
6	44	0,28974
6	45	0,03332
6	46	0,00178
6	47	0,00061
6	48	0,09472
6	49	0,25329
6	50	0,54079
6	51	0,14102
6	52	0,09848
6	53	0,08282
6	54	0,00006
7	14	1,39584
7	15	0,11453
7	17	0,50083
7	19	0,44628
7	21	0,76129
7	22	0,08031
7	23	0,09675
7	24	0,05046
7	42	1,42924
7	43	0,48967
7	44	0,26094
7	45	0,03332
7	46	0,00178
7	47	0,00061
7	48	0,09472
7	49	0,25329
7	50	0,54079
7	51	0,14102
7	52	0,04359
7	53	0,07347
7	54	0,00004
8	15	0,10318
8	21	0,23319
8	22	0,03903
8	23	0,11748
8	42	0,30936
8	43	0,00439
8	44	0,28974
8	45	0,02418
8	46	0,01779
8	47	0,00061
8	48	0,09472
8	49	0,25329
8	50	0,34765
8	51	0,14488
8	54	0,00004
9	14	0,97630
9	15	0,11799
9	21	0,65498
9	22	0,09511
9	23	0,13723
9	42	0,55685
9	43	0,58189
9	44	0,28974
9	45	0,03332
9	46	0,00178
9	47	0,00061
9	48	0,09472
9	49	0,25329
9	50	0,01931
9	51	0,14102
9	54	0,00006
10	14	3,84978
10	15	0,13576
10	17	0,45625
10	18	0,00315
10	19	1,04803
10	21	4,09448
10	22	0,08524
10	23	0,13723
10	42	0,89095
10	43	0,06587
10	44	0,05933
10	45	0,03332
10	46	0,12425
10	47	0,02760
10	48	0,01962
10	49	0,05221
10	50	0,07726
10	51	0,06085
10	52	0,29222
10	53	0,37269
10	54	0,00006
11	14	0,03166
11	15	0,19056
11	18	0,01166
11	19	0,00366
11	21	1,14879
11	22	0,34995
11	23	1,30217
11	24	0,07985
11	25	0,00313
11	42	1,28075
11	44	0,53744
11	45	0,05313
11	46	0,03143
11	47	0,00122
11	48	0,12722
11	49	0,43214
11	50	0,71462
11	51	0,22022
11	54	0,00006
12	14	0,28234
12	15	0,13625
12	16	0,04192
12	17	0,08174
12	19	0,42433
12	21	0,90531
12	22	0,36745
12	23	0,66836
12	24	0,02724
12	25	0,05210
12	42	1,93040
12	43	0,01318
12	44	0,36117
12	45	0,03525
12	46	0,01809
12	47	0,00061
12	48	0,09472
12	49	0,25329
12	51	0,14971
12	53	0,03607
12	54	0,00006
13	14	0,00264
13	15	0,00535
13	20	0,00029
13	22	0,01669
13	24	0,00520
13	25	0,01166
13	42	0,01350
13	43	0,00027
13	44	0,00907
13	45	0,00290
13	46	0,00023
13	48	0,01137
13	49	0,01473
13	50	0,00773
13	51	0,01587
14	15	0,15896
14	17	0,00594
14	18	0,00047
14	21	3,94703
14	22	0,22882
14	23	0,59432
14	24	0,05431
14	25	0,01302
14	42	0,34648
14	43	0,00439
14	44	0,36578
14	45	0,04232
14	46	0,01898
14	47	0,00085
14	48	0,12442
14	49	0,26931
14	50	0,30902
14	51	0,15776
14	52	0,00484
14	53	0,00134
