1	13	0.00277
1	14	0.211091
1	15	0.131236
1	17	0.281252
1	18	0.166142
1	20	0.1418
1	21	0.300628
1	22	0.087129
1	23	0.0774
1	24	0.002778
1	25	0.583687
1	42	0.131056
1	43	0.066149
1	50	0.084982
1	51	0.062557
1	52	0.042669
2	13	0.026828
2	17	0.001858
2	19	0.062796
2	20	0.025609
2	24	0.005646
2	25	0.000369
2	42	0.025874
2	50	0.007726
2	51	0.0236
2	52	0.015222
3	14	6.876304
3	15	0.212199
3	17	3.461596
3	18	0.272002
3	19	4.317082
3	20	0.245351
3	21	1.788908
3	22	0.487781
3	23	0.368635
3	24	0.076714
3	25	0.099094
3	42	1.801597
3	43	0.680974
3	44	0.309184
3	45	0.025928
3	46	0.064878
3	47	0.015547
3	48	0.143081
3	49	0.275772
3	50	5.743992
3	52	0.701378
3	53	1.100713
4	14	0.290251
4	15	0.211294
4	17	0.50083
4	18	0.192344
4	19	0.823056
4	21	1.131641
4	22	0.105883
4	23	0.187576
4	24	0.01873
4	25	0.011982
4	42	1.268374
4	43	0.625805
4	44	0.300688
4	45	0.053899
4	46	0.06613
4	47	0.015683
4	48	0.142917
4	49	0.297224
4	50	1.255412
4	51	0.181909
4	52	0.279306
4	53	0.494252
4	54	0.003481
5	14	7.3882
5	15	0.212199
5	17	3.684518
5	18	0.273735
5	19	0.589552
5	21	4.134492
5	22	0.148147
5	23	0.193894
5	42	7.240135
5	43	0.20668
5	44	0.352386
5	45	0.054871
5	46	0.188834
5	47	0.042901
5	48	0.143081
5	49	0.275772
5	50	4.121614
5	51	0.179108
5	52	0.86767
5	53	0.888318
5	54	0.003559
6	14	4.000183
6	15	0.111571
6	17	0.121864
6	18	0.11673
6	19	0.724289
6	21	0.322346
6	22	0.059223
6	23	0.14315
6	24	0.000627
6	25	0.012764
6	42	1.924215
6	43	0.395245
6	44	0.289743
6	45	0.033317
6	46	0.001779
6	47	0.000608
6	48	0.094718
6	49	0.253286
6	50	0.540793
6	51	0.14102
6	52	0.098484
6	53	0.082821
6	54	5.6e-05
7	14	1.395842
7	15	0.114533
7	17	0.50083
7	19	0.446279
7	21	0.761286
7	22	0.08031
7	23	0.09675
7	24	0.050455
7	42	1.42924
7	43	0.489665
7	44	0.260941
7	45	0.033317
7	46	0.001779
7	47	0.000608
7	48	0.094718
7	49	0.253286
7	50	0.540793
7	51	0.14102
7	52	0.043591
7	53	0.07347
7	54	3.8e-05
8	15	0.103179
8	21	0.233187
8	22	0.039033
8	23	0.117482
8	42	0.309359
8	43	0.004392
8	44	0.289743
8	45	0.024184
8	46	0.017793
8	47	0.000608
8	48	0.094718
8	49	0.253286
8	50	0.347653
8	51	0.144883
8	54	3.8e-05
9	14	0.976298
9	15	0.117989
9	21	0.65498
9	22	0.095115
9	23	0.137226
9	42	0.556847
9	43	0.581888
9	44	0.289743
9	45	0.033317
9	46	0.001779
9	47	0.000608
9	48	0.094718
9	49	0.253286
9	50	0.019314
9	51	0.14102
9	54	5.6e-05
10	14	3.84978
10	15	0.135761
10	17	0.456246
10	18	0.003151
