Species                  Kbu       Ktd      Kdir    Kindir         K
Dauph                0.12437   4.02647   2.62291   1.52793   4.15084
Orq                  0.00000   5.65194   2.53648   3.11546   5.65194
SelLPred             0.05882  14.83420   4.38457  10.50844  14.89302
DemLPred             0.00000  19.11505   2.92648  16.18857  19.11505
ThonHau              0.23336   1.93412   1.48864   0.67884   2.16748
RaieM                0.00000   1.62904   0.85310   0.77594   1.62904
PelLPred             0.05294   5.37768   2.70065   2.72997   5.43062
ThonCot              0.10836   2.60008   1.70769   1.00075   2.70844
MesoPred             0.74364   0.13566   0.74023   0.13907   0.87930
Ois                  0.00000   1.35635   0.90315   0.45320   1.35635
CephaCom             0.98782   1.25172   1.77376   0.46578   2.23954
MesoInv              2.38044   0.10424   1.62749   0.85719   2.48468
SelLInv              0.00000   4.24762   2.24438   2.00324   4.24762
BathySPred           0.25324   1.24106   0.99888   0.49542   1.49430
BathySInv            0.50370   0.41039   0.81225   0.10184   0.91409
Merlu                0.42673   0.98269   1.07821   0.33121   1.40942
Chinch               2.13010   0.65354   2.02445   0.75919   2.78364
PelMPl               0.40936   1.54768   1.40369   0.55335   1.95704
Spar                 0.21291   0.29756   0.45391   0.05656   0.51047
DenLInv              0.07143   1.34135   0.94400   0.46878   1.41278
DemMPred             0.42685   0.76962   0.90948   0.28700   1.19647
Mugi                 0.68268   1.11708   1.32697   0.47280   1.79976
DemMInv              0.95051   0.64022   1.31324   0.27750   1.59074
DemSPred             0.80810   0.41796   1.01101   0.21505   1.22606
DemSInv              1.69589   0.15067   1.27691   0.56965   1.84656
Sabre                0.68442   0.38714   0.86795   0.20361   1.07156
PelDInv              0.17979   0.10424   0.26962   0.01441   0.28403
Maq                  1.24808   0.34952   1.16648   0.43113   1.59760
Clup                 2.91044   0.37235   2.23242   1.05037   3.28279
CephaNonCom          1.39081   0.33168   1.19429   0.52820   1.72249
MacroBenth           6.13368   0.19515   3.14883   3.17999   6.32883
CrusCom              3.41917   0.16400   2.12249   1.46068   3.58317
CrusNonCom           2.83218   0.15152   1.84788   1.13581   2.98369
MacroZoopl           2.77586   0.19515   1.61383   1.35718   2.97101
MesoZoopl           12.33526   0.09091   4.72972   7.69645  12.42617
MicroZoopl          12.86545   0.09091   4.32254   8.63382  12.95636
ProdPrim            36.00000   0.00000   4.42143  31.57857  36.00000
