Species            Kbu       Ktd      Kdir    Kindir         K
Zoopl          2.13477   0.10000   1.49444   0.74033   2.23477
Bchry          0.11111   1.60394   1.14563   0.56941   1.71505
Anch           0.46296   1.38056   1.47897   0.36455   1.84352
Daur           0.11111   0.81042   0.81230   0.10923   0.92153
Osau           0.00000   6.58843   3.36786   3.22057   6.58843
Shri           1.35108   0.39464   1.42897   0.31675   1.74572
Ofish          0.68827   0.71042   1.21230   0.18639   1.39869
Snota          0.00000   1.60394   1.03452   0.56941   1.60394
Odeca          1.35108   0.10000   1.16111   0.28997   1.45108
Mcur           0.00000   0.80764   0.55833   0.24931   0.80764
Benth          2.46811   0.10000   1.82778   0.74033   2.56811
Phyto         11.00000   0.00000   4.47778   6.52222  11.00000
