dl
n=28
format=fullmatrix
labels:	Lpred	Tuna	LzooBenthFeed	IntMedPred	Lutja	Serra	Carang	FlatFishSole	Sciae	Spela	EngraClup	Squid	DemZooBenthFeed	Leio	Mullid	Nemi	Bali	Lact	ReefFish	OctoSep	CrabLobs	Shri	Scrus	MacroBenth	MeioBenth	Zoopl	MacroBenthFlo	Phyto
data:
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.209	0.028	0	0	0	0	0.005	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.105	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.209	0.014	0	0.077	0.083	0.001	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.105	0.028	0	0.154	0	0.001	0.027	0	0.021	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.105	0.014	0	0.077	0	0	0.027	0.012	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0
0.042	0.014	0	0.2	0.496	0.002	0.081	0.035	0.035	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.021	0	0	0.077	0.083	0.001	0.054	0.012	0	0.138	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.021	0	0	0.077	0.083	0.001	0.054	0.012	0	0.014	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.021	0	0	0.077	0.083	0.001	0.054	0.012	0	0.014	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.021	0	0	0.031	0.083	0.001	0.054	0	0	0	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.021	0	0	0.077	0.083	0.001	0.054	0.012	0	0.014	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.021	0	0	0.015	0.083	0.001	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.021	0	0.104	0	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.004	0.052	0.031	0.248	0.001	0.054	0	0.07	0.055	0	0	0	0	0	0	0.064	0	0	0.01	0	0	0	0	0	0	0	0
0	0.008	0.208	0.231	0.165	0.001	0.027	0	0.104	0.069	0.167	0.166	0	0	0	0.104	0.064	0	0	0	0.145	0	0	0	0	0	0	0
0	0.003	0.156	0.077	0.033	0	0	0.024	0.139	0.069	0.223	0.166	0.817	1.371	0.71	0.261	0.257	0.249	0	0.102	0.145	2.739	0	0	0	0	0	0
0	0	0.416	0.308	0.033	0.001	0.011	0.059	0.209	0.138	0.111	0.111	1.362	4.203	2.129	0.782	0.385	0.747	0	0.102	1.374	1.826	0	0	0	0	0	0
0	0	0.052	0.015	0.017	0	0	0.035	0.035	0	0	0	1.634	0.457	0.237	0.087	0.128	0.083	0	0.071	0.47	0.457	0	18.202	0	0	0	0
0	0	0	0	0	0	0	0	0.035	0.689	0.445	0.488	1.089	2.193	0.946	0.347	0.257	0.398	0.069	0.102	0.108	0	15.873	6.067	5.784	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416	0	0.072	0	0	6.067	0	0	0	0
0	0	0	0	0	0	0	0	0	0.276	0.111	0.111	0	0.457	0.473	0	0	0.083	0.208	0.102	0	0.457	19.841	3.034	5.784	137.741	0	0
