Species                 Kbu       Ktd      Kdir    Kindir         K
Herr                0.89048   0.45918   1.12857   0.22109   1.34966
Parg                0.00000   1.06506   0.79915   0.26592   1.06506
Roba                0.00000   1.30996   0.94200   0.36796   1.30996
NeeFish             0.00000   5.66623   3.72222   1.94401   5.66623
Ofish               0.14286   0.82575   0.71978   0.24882   0.96860
CatFish             0.16667   0.77542   0.75153   0.19056   0.94209
Jack                0.00000   2.55085   1.58486   0.96599   2.55085
Mojar               0.14286   0.77542   0.72772   0.19056   0.91828
IchthyoPl           2.57063   0.71429   2.40952   0.87540   3.28492
FlatFish            0.00000   0.77542   0.58486   0.19056   0.77542
Gobie               0.89048   0.53611   1.20549   0.22109   1.42658
Crab                2.00476   0.07692   2.01978   0.06190   2.08168
DrumCroak           0.00000   0.31624   0.29915   0.01709   0.31624
Ray                 0.00000   0.31624   0.29915   0.01709   0.31624
Shri                2.00476   0.07692   2.01978   0.06190   2.08168
MicroBenth         10.02540   0.00000   5.46667   4.55873  10.02540
Mull                0.14286   0.07692   0.21978   0.00000   0.21978
Zoopl               4.18929   0.50000   2.60000   2.08929   4.68929
Phyto               6.97460   0.00000   1.50000   5.47460   6.97460
