dl
n=15
format=fullmatrix
labels:	Sprphyto	Ophyto	Baci	Microzoopl	Mesozoopl	Mysid	Meiof	Macrof	Jsprat	Jherr	Jcod	Sprat	Herr	Acod	Seal
data:
0	0	0	64	0	13.517	0	672.277	0	0	0	0	0	0	0
0	0	0	96	900	20.275	0	0	0	0	0	0	0	0	0
0	0	0	600	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	300	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	33.792	0	0	60.829	62.488	0	49.183	45.914	0	0
0	0	0	0	0	0	0	0	0	4.86	0	0	5.277	0	0
0	0	0	0	0	0	0	27.123	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2.083	1.797	0	1.583	0.32	0
0	0	0	0	0	0	0	0	0	0	0.515	0.044	0	0.149	0.001
0	0	0	0	0	0	0	0	0	0	0.872	0	0	0.432	0.001
0	0	0	0	0	0	0	0	0.006	0	0	0.005	0	0.201	0
0	0	0	0	0	0	0	0	0	0	0.523	0	0	0.242	0.001
0	0	0	0	0	0	0	0	0	0	0.087	0	0	0.115	0.001
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
