1.583333	2.750000	1.616667	2.200000	1.583333	1.783333	2.000000	1.750000	1.333333	1.416667	1.200000	1.416667	1.166667	1.200000	1.000000	
0.833333	2.416667	1.533333	1.866667	2.200000	1.950000	2.616667	1.533333	1.533333	1.450000	1.200000	1.666667	1.200000	1.000000	1.000000	
1.450000	2.083333	1.500000	4.583333	1.583333	1.666667	1.533333	1.616667	1.000000	1.166667	1.166667	1.000000	1.450000	1.200000	1.000000	
1.116667	2.750000	1.750000	2.833333	1.333333	2.166667	1.533333	1.616667	1.166667	1.166667	1.700000	1.166667	1.700000	1.000000	1.000000	
1.250000	2.783333	1.500000	2.000000	1.950000	1.416667	2.533333	1.783333	1.416667	1.500000	1.416667	1.250000	1.200000	1.000000	1.000000	
1.283333	1.583333	2.200000	2.900000	1.833333	1.950000	1.900000	1.500000	1.200000	1.400000	1.400000	1.250000	1.400000	1.200000	1.000000	
1.566667	3.000000	1.366667	1.783333	1.583333	3.066667	1.450000	1.583333	1.333333	1.200000	1.866667	1.200000	1.000000	1.000000	1.000000	
1.666667	1.750000	1.250000	3.250000	1.500000	1.250000	1.750000	2.000000	1.666667	1.500000	1.666667	1.416667	1.166667	1.166667	1.000000	
1.666667	1.866667	1.316667	2.866667	1.783333	2.366667	1.333333	1.533333	1.783333	1.000000	1.700000	1.583333	1.000000	1.200000	1.000000	
1.450000	2.166667	2.666667	1.583333	2.533333	1.666667	1.916667	1.000000	1.250000	1.616667	1.366667	1.366667	1.416667	1.000000	1.000000	
1.250000	2.200000	2.033333	2.333333	1.833333	2.000000	2.700000	1.250000	1.200000	1.500000	1.250000	1.000000	1.450000	1.000000	1.000000	
2.000000	2.333333	0.750000	3.916667	2.200000	1.416667	1.366667	1.500000	1.700000	1.450000	1.000000	1.200000	1.166667	1.000000	1.000000	
2.566667	1.233333	1.400000	3.400000	1.200000	2.066667	1.333333	1.200000	1.200000	2.800000	1.000000	1.200000	1.200000	1.200000	1.000000	
2.533333	1.983333	1.666667	2.733333	2.200000	2.116667	1.200000	1.166667	1.416667	1.200000	1.250000	1.166667	1.366667	1.000000	1.000000	
1.450000	1.033333	1.783333	2.500000	2.083333	1.983333	2.283333	1.700000	1.783333	1.000000	1.700000	1.200000	1.250000	1.250000	1.000000	
1.250000	2.616667	1.033333	1.866667	3.116667	1.500000	1.200000	2.533333	1.750000	1.200000	1.200000	1.200000	1.533333	1.000000	1.000000	
1.700000	0.850000	3.950000	1.700000	1.650000	1.733333	2.116667	1.666667	1.333333	1.200000	1.200000	1.450000	1.200000	1.250000	1.000000	
0.783333	1.316667	2.166667	2.783333	2.833333	1.533333	2.250000	1.250000	1.450000	1.450000	1.533333	1.250000	1.200000	1.200000	1.000000	
1.416667	2.166667	1.950000	2.533333	1.750000	1.533333	2.283333	1.666667	1.833333	1.500000	1.166667	1.200000	1.000000	1.000000	1.000000	
2.583333	1.783333	1.700000	2.583333	2.083333	1.783333	1.500000	1.250000	1.250000	1.500000	1.250000	1.533333	1.200000	1.000000	1.000000	
