dl
n=38
format=fullmatrix
labels:	TranOrc	ToothWhale	BalWhale	SSLpup	SSLjuv	SSLad	Smamm	Otter	Bird	ShaMeater	ShaSkate	Sal	Lpela	Spela	AtkaMack	Sandl	Herr	Jpoll	Apoll	POP	RockFish	SabFish	PacCod	Halib	ArrToo	FlatFish	DemSM	Lpred	DeepL	Mycto	Shri	BenthInv	EpiCarn	Cephalo	Lzoopl	Szoopl	Phyto	Macroph
data:
0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.007	0.146	0	0	0	0.042	0	0.025	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0.038	0	0.213	0	0	0	0	0	0	1.498	0	0	0	0
0	0.002	0.136	0	0.39	1.614	0.05	0.014	0.003	0	0.085	0	0	0	0	0	0	0	0	0	0	0	0.826	0.079	0.196	0.024	0	0.737	0	0	0	0	0	0	0	0	0	0
0	0	0.037	0	0	0.019	0.017	0.014	0.014	0	0.019	0	0	0	0	0	0	0	0	0	0.009	0	0.032	0.011	0	0.044	0	0	0	0	0	0	0	0.375	0	0	0	0
0	0.001	0.002	0	0	0	0.021	0	0.004	0	0.041	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.349	0	0	0	0	0	0	0	0	0	0	0
0	0	0.002	0	0.011	0.026	0.018	0	0.004	0	0.068	0	0	0	0.23	0	0	0	0.012	0	0.009	0	0	0.001	0.096	0	0	0.078	0	0	0	0	0	0	0	0	0	0
0	0.002	0.089	0	0.006	0.098	0.038	0	0	0.001	0.068	0	0	0	1.17	0	0	0	0	0	0	0	0.227	0.045	0.014	0.015	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.001	0	0.02	0.06	0.007	0	0	0.001	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.003	0	0	0	0.085	0	0	0	0	0	0	0	0	0	0	0	0.011	0.008	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.002	0	0.101	0.238	0.02	0	0.004	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.017	0.038	0	0	0	0.005	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.046	0.102	0.013	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0.016	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.004	0.037	0	0.293	0.612	0.061	0.104	0	0.002	0.054	0	0	0	0.045	0	0	0.107	0.012	0	0.007	0	0.885	0.024	0.04	0.044	0	0.013	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.076	0.178	0	0	0	0.001	0.07	0	0	0	0	0	0	0	0	0	0	0	0.081	0.009	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001	0.014	0	0	0	0	0	0	0	0	0.002	0	0	0.092	0.009	0.032	0.034	0	0	0	0	0	0	0	0	0	0	0	0
0	0.003	0	0	0.012	0.06	0.015	0	0.009	0	0.048	0	0	0	0.204	0	0	0.003	3.048	0.019	0.001	0	0.216	0.013	0.258	1.022	0.03	0.007	0.006	0	0	0	0	0.749	0	0	0	0
0	0	0	0	0	0	0.005	0	0	0	0.364	0	0	0	0.114	0	0	0.312	0.502	0.001	0.462	0	1.527	0.009	0.18	0.637	0.866	0.215	0.636	0	0	0	0.041	0.375	0	0	0	0
0	0.003	0	0	0	0	0.005	0.207	0.001	0	0.285	0	0.001	0	1.226	0	0	0.347	0.992	0.018	0.291	0.037	0.421	0.009	0.037	1.999	9.312	0.574	0.081	0.777	13.149	0	27.682	3.746	0	0	0	0
0	0	0	0	0	0	0.005	0.007	0	0	0.085	0	0	0	0.522	0	0	0.013	0.024	0	0.07	0	0.34	0.089	0	0.195	1.944	1.631	0	0	0	0	0	2.997	0	0	0	0
0	0.095	0.012	0	0.069	0.306	0.167	0	0.042	0.007	0.289	0.503	0.001	0	2.384	0	0	0	0.331	0.004	0.015	0.18	0.389	0.163	0.005	0.399	0.197	0.039	0.249	0	0	0	0	0	0	0	0	0
0	0.001	0.331	0	0	0	0	0	0.003	0	0.124	2.265	0.002	8.946	8.172	2.557	2.599	1.139	4.334	0.133	0.225	1.634	0.022	0	0.053	0.345	1.337	2.721	0	23.899	6.575	0	5.236	4.495	0	0	0	0
0	0.001	0.217	0	0	0	0	0	0.002	0	0.008	0.503	0.001	0	8.853	0	0.086	1.233	2.314	0.576	0.142	0	0.005	0	0	0.073	0	0	0	1.61	0	0	0.568	0	90.093	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.788	687.22	0	0
0	0	0	0	0	0	0	0	0	0	0	1.762	0	0.994	0	0.284	0	0	0	0	0	0	0	0	0	0	0	0	0	1.388	0	4.198	1.177	0.749	0	0	0	0
