Species                  Kbu       Ktd      Kdir    Kindir         K
Seal                 0.04348  14.22993   3.73316  10.54025  14.27341
Sha                  0.00000  32.21786   5.52879  26.68907  32.21786
Bird                 0.10145   4.51406   1.62768   2.98784   4.61551
HalTurBrill          0.10145   5.77759   1.60639   4.27264   5.87904
Whit                 0.28026   4.96439   1.77468   3.46997   5.24465
Odem                 0.73877   6.12160   3.29729   3.56307   6.86036
Cet                  0.00000   1.78214   0.50162   1.28052   1.78214
CrabLobs             0.28026   2.08801   1.24835   1.11992   2.36827
RaySkate             0.13499   2.02330   1.29142   0.86687   2.15829
Cod                  0.39158   4.93068   2.49258   2.82967   5.32225
Saithe               0.22382   2.50336   1.48162   1.24556   2.72718
Opela                0.77362   2.48728   2.14094   1.11996   3.26090
Mack                 0.44386   1.73700   1.34095   0.83991   2.18086
Gurna                0.80388   0.76431   1.09899   0.46920   1.56819
Hadd                 0.89867   0.90815   1.29554   0.51127   1.80681
Cepha                0.48843   2.16770   1.87399   0.78214   2.65613
Trach                0.62447   0.78665   1.03334   0.37778   1.41112
InshFish             0.19296   0.85357   0.85293   0.19361   1.04653
Sal                  0.18331   1.06218   0.73367   0.51182   1.24549
Plai                 0.70154   0.31785   0.74652   0.27288   1.01940
Sole                 0.54101   0.41100   0.68770   0.26431   0.95201
Neph                 0.73092   0.51949   0.93791   0.31251   1.25041
NorPout              1.58690   0.33420   1.36150   0.55960   1.92110
Sande                2.16831   0.40181   1.77986   0.79026   2.57012
Herr                 1.54426   0.53046   1.51965   0.55508   2.07473
Sprat                2.17137   0.24033   1.56132   0.85038   2.41170
Echino               2.98939   0.31421   2.04482   1.25879   3.30360
OBenthInv            5.00436   0.69720   2.85057   2.85099   5.70156
PrawnShri            5.54425   0.55062   3.33364   2.76123   6.09487
Eupha                5.26899   0.30398   2.36289   3.21008   5.57297
Lzoopl               7.51900   0.22727   2.75360   4.99267   7.74627
Polych               7.22040   0.12500   2.80286   4.54254   7.34540
Szoopl              10.59657   0.12500   2.27917   8.44240  10.72157
EpiFau               3.45916   0.12500   1.19073   2.39344   3.58416
InFau                1.85995   0.12500   0.66667   1.31828   1.98495
Phyto               35.00000   0.00000   5.16667  29.83333  35.00000
