0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0.115,0,0.036,0.233,0.107,0,0,0,4.06,0.055,0.094,0.117,0,0.401,0.6,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.195,0.076,0,0.036,0.194,0.126,0.218,0.75,0,2.103,0.049,0,0.023,0.143,0.217,0.311,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0
0.065,0.076,0,0.036,0.065,0.019,0,0,0,0,0.017,0,0,0,0.036,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.007,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.004,0.001,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.015,0,0,0,0.006,0,0,0,0.105,0.006,0.002,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.013,0,0,0,0.158,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002,0.018,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.105,0.001,0.01,0,0.068,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004,0,0.006,0,0,0,0.011,0.001,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.018,0,0,0,0,0,0.105,0.001,0,0,0.014,0.005,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.007,0,0.018,0,0.013,0,0,0,0.011,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0,0,0.364,0,0,0,0.75,0,0.526,0.004,0.015,0.035,0.985,0.022,0.193,0.086,0.174,0.042,0.125,0.029,0,0,0,0,0.345,0.025,0,0,0,0,0,0
0,0,0,1.162,0,0,0,0,0,1.325,0,0,0,0.476,0.065,0.5,0.428,0.224,0.137,0.411,0.122,0,0,0,0,0.345,0.016,0,0,0,0,0,0
0,0,0,1.584,0,0,0.026,0,0,0.789,0,0,0,3.628,0.011,0.334,0.855,0.174,0.154,0.461,0.106,4.296,55.446,0,0,0,0,0,0,0,0,0,0
0,0,0,0.364,0,0,0,0,0,0.421,0,0,0,0.401,0,0.119,0.214,0,0.042,0.125,0.032,2.148,1.167,0,0,1.724,0.059,5.744,20.815,0,0,0,0
0.065,0.076,0,0,0.091,0.031,0.035,0,0,0.053,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.009,0,0,0.022,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.325,0.191,0.176,0,0.259,0.157,0.044,1.5,0.977,0.316,0.145,0.063,0.047,0.068,0.217,0.024,1.283,0.873,0,0,0,0,0,0,0,0,0.059,0,0.966,0,0,0,0
0.422,0.035,0,0,0.097,0.006,0.165,6,0,0.221,0.007,0.021,0,0.041,0.108,0.012,0.684,0.374,0,0,0,0,0,0,0,0.345,0.075,7.989,0,0,0,0,0
0,0,0,0,0.026,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.024,0,0,0.018,0.013,0,0.278,74.25,24.665,0.21,0,0,0.012,0.639,0,0.107,0.513,0.299,0,0,0,0,0,0,0,4.711,0.328,20.782,26.189,1.26,0,0,0
0.877,0,0,0,0,0,0.087,66.75,21.978,0,0,0,0,0.333,0,0,0,0,0,0,0,2.148,0,0,0,4.022,0.062,10.652,19.999,2.52,844.841,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,342.126,2248.851,0
