0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.74,0.798,0.313,20.533,0,0,1.47,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.266,0,0,0,1.688,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.688,0.735,0,1.47,0,0,2.187,0,0,0,0
0,0,0,0,0,1.688,0.735,1.155,0,0,0,2.187,0,0,0,0
0,0,0,0,0,2.25,2.205,2.31,10.29,0,0,2.187,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0
1.86,0,0,0,0,1.688,9.555,18.48,14.7,0,0,6.56,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,45.72,0,0,0
0,0,5.943,184.799,78.824,0,0,0,0,16.83,13.86,0,91.44,0,0,0
0,0,0,0,315.296,0,0,0,0,201.96,188.496,0,91.44,0,2736,0
