0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.234,0.4,0.132,0,0.32,1.919,0,0,0.378,0,2.064,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.234,0.251,0.196,0,0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.007,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.131,0,0,0,0.126,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0
0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.059,0,0.033,0,0,0,0.042,0.041,0.058,0,0.299,0.012,0,0.054,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.088,0,0,0,0,0,0.126,0,0,0,0,0,0.337,0,0,0,0,0,0,0,0
0.088,0,0,0,0,0,0.021,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.008,0.083,0.023,0,0.15,0.002,0.942,0.022,0.034,0.022,0,0.02,0,0,0
0,0,0,0,0,0,0,0,0.023,0,0.015,0.024,0,0,0.377,0.022,0,0,0,0,0
0,0,0.689,0,0.293,1.599,0.361,1.615,0.965,0.11,4.712,0.143,7.27,1.505,1.2,0.976,0.287,0,0,0,0
0.468,0,0,130.5,0.053,9.273,0.155,5.755,0.872,0.44,7.719,0.059,4.779,0.196,1.817,0.683,5.144,0.753,32.354,0,0
0,0,0,130.5,0,0,0,0,0,0,0,0,0,0,0,0,1.583,0.61,21.648,2476.56,0
