0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.076,0.006,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.013,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0
0.005,1.458,0.514,0.076,0.453,0.083,0.136,0,0,0,0,0,0,0.345,0,0,0,0.098,0.576,0.056,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.066,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0
0.005,0.295,0.022,0.01,0.453,0.291,0.002,0,0,0,0,0,0,0,0,0,0,0.098,2.59,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.007,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024,0.172,0.871,0,0.061,0.008,0,0,0,0,0,0,0,0,0,0,0.328,0.098,2.59,0.147,0.241,1.534,0,0,0,0,0,0,0,0,0
0.04,0.309,0.075,0.09,0.485,0.241,0.003,0,0,0,0,0,0,0,0,0,0,0,2.592,0.284,0.621,1.534,0,0,0,0,0,0,0,0,0
0.067,0.02,0.108,0,0.212,0.083,0,0,0,0,0,0,0,0.69,0,0,0.728,0.054,0.576,0.186,0.207,1.534,0,0,0,0,0,0,0,0,0
0,0.291,0.01,0,0,0.017,0.009,0,0,0,0,0,0,0,0,0,0,0,0.576,0.095,0,0.153,0,0,0,0,0,0,0,0,0
0,0.105,0,0.01,0.25,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0.072,0,0,0,0,0,0,0,0,0,0,0
0.035,0.029,0.02,0,0.03,0.005,0.013,0,0,0,0,0,0,0,0,0,0,0,0.288,0.001,0.011,0.015,0,0,0,0,0,0,0,0,0
0.06,0.073,0,0.003,0.121,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.104,0,0,0,0,0,0,0,0,0,0
0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0.011,0,0,0.02,0,0,0,0,0,0,0
0,0,0.219,0.3,0,0.017,0.01,0,0,0,0,0,0,0,0,0,0,0,0.288,0.072,0,0,0,0.02,0,0,0,0,0,0,0
0.11,0.088,0.089,0.082,0.453,0.012,0.008,0,0,0,0,0,0,0,0,0,0.036,0.076,0.288,0.049,0.011,0,0,0,0,0,0,0,0,0,0
0,0,0,0.044,0,0.149,0,0,0,0,0,0,0,0.967,0,0,0,0.098,2.59,0.089,0,0,0,0.658,0.472,0,0,0,0,0,0
0,0,0,0.041,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.079,0,0,0,0,0,0,0,0
0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.079,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,2.592,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.087,0,0.607,0.274,0.062,0,21.158,0,23.4,0,5.67,24.171,53.654,0,28.756,4.429,17.914,0,3.527,6.044,0,0,0,0,0,0,0,0,0
0,0,0.006,0,0,0.184,0,0,20.497,0,23.4,0,0.945,41.229,35.769,12.971,6.552,0.478,20.621,0,1.276,4.372,0,0,0,0,2.983,199.741,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.959,0,0.472,0,0,0,0,0,0
0,0,0,0,0,0,0,0.508,21.82,1.12,72.8,0.641,87.885,0,0,0,0,0,0,0,0,0,0,0,0,0.018,2.947,299.612,1733.333,0,0
