0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.202,0,0,0.069,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28,0,0,0,0,0,0,0,0,0,0,0.918,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0,0,0.034,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047,0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.249,0,0,0,0.231,0.597,0.186,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0
0.047,0,0,0.031,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.054,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093,0,0,0.021,0.109,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.095,0.737,0.339,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.068,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.027,0.351,0.085,0,0,0,0,0.026,0.127,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.014,0.035,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.027,0.527,0.085,0,0,0,0.078,0.026,0.253,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.237,1.64,0,0,0.026,0,0.634,0,0.101,0.022,0.445,0,0,0,0,0,0
0,3.067,5.985,0,0,0,0.169,7.654,0,0.067,0.065,0.393,0,0,0.101,0,0,0,0,4.292,0,0,0
0,0,0,0,0,0,0,0,0,0,0.587,0,0.57,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014,0,0,0,66.018,1.073,0,0,0
0,0,0,0,0,0,0,0,8.372,1.279,0.456,0,0,0.377,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.178,1.927,64.382,0,0,0,0,0
