0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.105,0,5.873,0,0,0,0,0,0,0.07,0,0,0,0
0.002,0.119,0.088,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.446,1.013,0,0,0,0,0,0,0,0,0,0,0,0
0,0.211,0.004,4.341,8.527,0,0,0,0,0,0.629,0,0,0,0
0.002,0.25,0.617,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,300,0,0,0,0,0
0,0,0,4.256,4.263,0,0,0,0,0,0,0,0,0,0
0,0,0,37.027,54.814,60.829,49.183,0,33.75,0,0,0,0,0,0
0,0.33,2.071,1.277,1.827,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,600.403,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27.948,0,0,0,0
0,0,0,0,0,0,0,60.8,13.5,0,202.623,0,0,0,0
0,0,0,0,0,0,0,98.801,20.25,900,0,0,0,0,0
