0,0,0,19.261,1.873,0.627,1.882,0.986,0.25,0.814,2.028,2.774,3.525,0,0,0,0,0
0,0,9.258,0,3.746,2.16,0.627,0,0,0.407,0.369,0,0,0,0,0,0,0
0,0,0,0,14.985,6.266,3.763,0.617,0.1,3.664,3.134,1.04,0.705,0,0,2.611,0,0
0,0,0,0,0,0.627,3.136,0.493,0.1,0.814,1.106,1.734,0.353,0.126,0,0,0,0
0,0,0,0,0,0.627,1.882,0.247,0,0.407,0,1.04,0.705,0.378,0.235,0.145,0,0
0,0,0,0,0,0,1.254,0,0.05,0,0,0,0.353,0.378,0.105,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.209,0,0.031,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0.012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0.01,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0,0.026,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,0,0.029,0
0,0,0,0,0,0,0,0.123,0,0,0,0,0,0.126,0.261,0,0.033,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.261,0,0.041,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0.01,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.245,0,9.258,24.076,1.873,0.033,0,0,0,0,0.369,0,1.41,0,0,0,0,0
