Species                 Kbu       Ktd      Kdir    Kindir         K
Lcod                0.32666   2.44900   1.86761   0.90805   2.77566
Dolph               0.00000   3.76673   1.41433   2.35241   3.76673
HarpSeal            0.00000   7.95905   3.55633   4.40272   7.95905
HoodSeal            0.00000   4.48519   1.86503   2.62016   4.48519
GreySeal            0.00000   5.12807   2.03099   3.09708   5.12807
Scod                0.96048   0.71396   1.22836   0.44609   1.67444
SGreenHal           0.40601   0.81912   0.88983   0.33530   1.22513
Skate               0.37985   1.71704   1.44444   0.65246   2.09689
RedFish             0.70209   0.92882   1.18076   0.45016   1.63092
LGreenHal           0.14973   1.17113   0.80414   0.51673   1.32087
Bird                0.00000   2.32838   1.20514   1.12325   2.32838
Ldem                0.32666   2.80820   1.96000   1.17485   3.13486
Plai                0.64935   0.87674   1.17905   0.34703   1.52608
Sdem                1.87381   1.66478   2.61246   0.92614   3.53859
Flou                0.67962   0.96708   1.33306   0.31364   1.64670
Lpela               0.23575   1.76086   1.16513   0.83148   1.99661
Cape                3.68546   0.17222   2.31006   1.54762   3.85768
Cet                 0.00000   0.33257   0.23844   0.09413   0.33257
PiscSPela           2.28684   0.53584   1.93495   0.88773   2.82268
Shri                2.54656   0.51220   2.23653   0.82223   3.05876
PlankSPela          3.34455   0.55824   2.33698   1.56580   3.90279
SCrus               0.05882   0.99998   0.86951   0.18929   1.05880
Lcrus               0.61095   0.46220   0.81033   0.26282   1.07315
Echino              1.34657   0.00000   0.83651   0.51006   1.34657
Mollu               2.01982   0.20000   1.29408   0.92574   2.21982
Polych              2.74457   0.20000   1.57027   1.37429   2.94457
OBenthInv           3.65837   0.00000   1.63905   2.01931   3.65837
Lzoopl              6.65509   0.30000   2.93862   4.01647   6.95509
Szoopl              9.53422   0.20000   2.54802   7.18621   9.73422
Phyto              21.99506   0.00000   3.70000  18.29506  21.99506
