36,14,9,0,7,4
42,20,9,0,8,4
28,12,9,6,7,4
25,11,9,6,7,4
27,13,9,3,7,4
25,11,9,6,7,4
27,13,9,6,7,4
19,5,9,2,7,4
33,15,9,2,7,4
27,13,9,3,7,4
29,11,9,0,7,4
29,12,9,6,7,4
36,16,7,0,8,4
25,10,7,4,7,3
18,5,5,2,7,3
24,8,7,0,7,4
22,8,5,3,7,3
9,1,3,2,7,3
22,8,5,3,7,3
10,1,4,0,8,4
18,5,5,3,7,3
23,7,5,2,7,3
20,6,5,2,7,3
26,8,7,3,7,3
12,2,4,3,8,3
34,10,9,8,8,4
32,10,9,11,8,4
24,8,9,3,8,4
22,8,9,3,8,4
24,7,9,3,8,4
33,15,11,3,8,4
27,6,7,8,8,4
19,5,5,3,8,3
30,10,7,10,8,4
18,4,5,4,8,3
22,2,5,8,8,3
19,4,5,4,8,3
22,6,7,0,8,4
20,4,7,8,8,3
43,18,10,0,7,4
34,10,10,8,8,4
1,0,1,0,8,1
1,0,1,0,1,1
1,0,1,0,1,1
1,0,1,0,7,1
1,0,1,0,7,1
1,0,1,0,7,1
1,0,1,0,7,1
3,0,2,0,2,1
2,0,2,0,8,1
1,0,1,0,8,1
1,0,1,0,8,1
1,0,1,0,8,1
1,0,1,0,1,1
1,0,1,0,1,9
0,0,0,0,0,0
88,46,19,0,17,9
85,46,17,0,15,9
88,46,19,0,8,9
71,32,19,0,7,9
58,20,19,0,8,9
88,46,19,0,8,9
