Species                 Kbu       Ktd      Kdir    Kindir         K
CarnFish            0.45000   4.45556   1.61667   3.28889   4.90556
Seamm               0.00000   7.18333   1.66667   5.51667   7.18333
Bird                0.00000   5.81667   1.33333   4.48333   5.81667
DemFish             0.81250   3.99167   2.03333   2.77083   4.80417
OmnFish             1.26563   1.85000   1.81667   1.29896   3.11563
MicroNekt           1.26563   1.85000   1.81667   1.29896   3.11563
MacroBenth          1.01563   3.10000   2.56667   1.54896   4.11563
MeioBenth           0.95703   1.40000   1.36667   0.99036   2.35703
MacroZoopl          1.51042   0.90000   1.03333   1.37708   2.41042
MesoZoopl           3.92188   2.66667   3.41667   3.17188   6.58854
MicroZoopl          1.64063   1.00000   1.33333   1.30729   2.64063
Baci                1.97266   0.00000   0.83333   1.13932   1.97266
Sphyto              2.96094   0.00000   0.83333   2.12760   2.96094
Phyto               5.56250   0.00000   2.08333   3.47917   5.56250
BenthProd           0.50391   0.00000   0.25000   0.25391   0.50391
