Species                Kbu       Ktd      Kdir    Kindir         K
Bird               0.07692   3.81070   1.72061   2.16701   3.88762
PelaSha            0.00000  27.49020   6.15688  21.33332  27.49020
Mamm               0.07692   3.75356   1.67299   2.15749   3.83048
BillFish           0.07692   2.13768   1.03288   1.18173   2.21461
Ltuna              0.62445   1.95672   1.70725   0.87392   2.58117
PelaPred           0.46200   2.24304   1.61033   1.09472   2.70505
Stuna              0.77213   0.99185   1.30447   0.45951   1.76397
Jack               0.95958   0.98259   1.30203   0.64014   1.94217
Dempred            0.47910   2.78600   1.99772   1.26737   3.26509
MorEel             0.07692   2.78743   1.33188   1.53248   2.86435
DemSha             0.07692   8.97762   3.58142   5.47313   9.05455
BathyDem           0.31036   1.26776   0.97666   0.60147   1.57812
Ray                0.07692   1.03023   0.69934   0.40781   1.10715
ODemFish           1.14401   0.48716   1.17110   0.46007   1.63117
DemFish            1.47064   1.78861   2.47742   0.78182   3.25925
FlatFish           0.00000   0.50980   0.25291   0.25690   0.50980
Spela              1.43419   0.36216   1.16207   0.63428   1.79635
ReefFeed           1.42236   0.79669   1.39408   0.82497   2.21905
Spar               1.31190   0.74141   1.37868   0.67464   2.05331
FlyFish            0.94836   0.05714   0.75007   0.25544   1.00551
Herb               1.18422   0.29915   0.94808   0.53528   1.48337
Turtle             0.07692   0.61455   0.48773   0.20374   0.69147
Crus               4.63082   0.88576   3.36499   2.15159   5.51659
Echino             2.08007   0.67623   1.58486   1.17144   2.75630
MolluWorm          5.87165   0.58801   3.41704   3.04262   6.45966
HetBenth           5.53202   0.48214   2.50831   3.50586   6.01417
MicroFau           5.45967   0.00000   1.32857   4.13110   5.45967
Zoopl              9.81861   0.20000   4.12416   5.89445  10.01861
Phyto             15.14369   0.00000   1.75952  13.38417  15.14369
BenthAuto          6.39664   0.00000   1.79597   4.60067   6.39664
