0,0,0,0,0,0,0,0,0,0.068,0,0,0,0.0936,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,19.4926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.068,0,0,0,0.1403,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,99.0218,0,282.0133,0,0,0,119.1981,0,0,28.8105,0,0,0,0,0,3.0248,0
0,0,0,0,0,0,275.9547,0,0,0,413.2109,0.7883,4.0395,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,577.7454,0,0,0,180.8909,1.2083,6.0475,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,218.1484,0.1835,0.3615,13.0654,0,0.0468,0,73.9427,0,2.1857,0.0073,0,1.697,0
0,0,0,0,0,0,0,0,115.3881,0,0,0,0,107.0819,48.2911,0,83.943,40.5675,7.267,33.5895,0.0074,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,19.3022,16.5174,0.0335,8.3814,30.0217,13.6737,6.979,0.0021,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1263,35.3973,18.2371,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17.9639,73.8455,0,0,0,14.5072,11.8885,0,53.7814,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6802,0,0,0,0,0,0,0.1829,0.4387,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9094,0,0,0,0,0,0,16.6657,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3633,0,0,57.8469,29.6824,13.7893,0,8.1988,47.4153,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.4678,0,0,0,22.0082,0,5.469,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1109,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8422,0,0.0036,0.2338,4.5775,0.2692
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2317,4.4456,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2499,0,0,0.1909,1.6163,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
