0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015211,0.024277,0.003162,0.011401,0,0.018193,0,0.00178,0,0.001146,0,0,0,0.001138,0,0.001697,0,0.002998,0.02176,0.001962,0.005781,0.001699,0,0,0,0,0,0.016125,0,0,0,0,0,0,0,0,0,0
0,0.00869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006165,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017583,0.045656,0,0.00104,0,0.098725,0,0.001384,0.004323,0.002292,0,0,0,0.041184,0,0.038547,0,0.018658,0.024219,0,0,0.049936,0,0,0.001104,0,0,0.111848,0,0,0,0,0,0,0,0,0,0
0,0.007413,0.003162,0,0,0.099521,0.005738,0,0,0.003438,0,0,0,0.003372,0,0.081834,0,0.025786,0.01225,0,0,0,0,0,0,0,0,0.016125,0,0,0,0,0,0,0,0,0,0
0,0.050389,0,0.015376,0,0,0,0,0,0.004813,0.002317,0,0,0.029331,0,0,0,0,0.010578,0.00164,0.004829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.087438,0,0.001285,0,0,0,0,0,0.001146,0.006815,0,0,0.001282,0,0,0,0.01307,0.039255,0,0,0.022305,0,0,0.003681,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.005879,0,0,0,0,0,0,0,0.001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
