0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00379,0,0.00503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01553,0.08264,0.0851,0,0,0,0,0,0,0.0894,0,0.025,0,0,0,0,0,0,0,0,0,0,0
0.01553,0.08264,0.0851,0,0.0328,0,0,0.00204,0.03079,0.05932,0.02617,0.04849,0,0,0,0,0,0,0,0,0,0,0
0.01553,0.08264,0.06023,0,0.0216,0,0,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01553,0.08264,0.0851,0,0.03262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04777,0.16529,0.01393,0,0.06469,0,0.00591,0.0204,0,0.26096,0.15701,0.09998,0,0,0,0,0,0,0,0,0,0,0
0.01553,0.08264,0.0851,0,0.03381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01553,0.08264,0.0851,0,0.18256,0,0.01379,0.00408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01553,0.08264,0.0851,0,0.13523,0,0,0,0,0.25707,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0186,0.45454,0.22282,0.01142,0.03381,0,0,0.00204,0,0,0,0,0,0,0.0302,0,0,0,0,0.04102,0,0,0
0.0186,0.45454,0.22282,0.91377,1.8256,0,0.19698,0.59165,0.18476,0.47118,0.09682,0.18496,0,0,0,0,0,0,0,0.02771,0,0,0
0.01553,0.08264,0.0851,0.03237,0.35159,0,0,0.00204,0.12317,0.11864,0,0,0,0,0,0,0,0,0,2.77056,0,0,0
0.011,0.05785,0.00404,0,0,0,0,0,0,0,0,0.00239,0,0,0,0,0,0.0074,0,0,0,0,0
0.011,0.11019,0.19032,0,0.75052,0.20152,0.06894,0,0.08006,0.07909,0.08635,0.16497,0,0,0,0,0,0,0,0,0,0,0
0.25367,0.16529,0.23675,0,0,0,0,0,0,0.02571,0,0.14997,0,0,0,0,0,0,0,0,0,0,0
0.011,0.11019,0.19032,0.68533,0.74376,0.55081,1.04794,0.16321,0.92379,0.03361,1.30838,2.2895,0,0,5.78687,0.13061,2.75207,1.73709,0,0.94199,0,0,0
0.01553,0.08264,0.0851,0.09138,0.57473,0.09404,0.02561,0.53044,0.24634,0.15819,0.52335,0.99978,0,0,0.46293,0,0,1.30282,0,0,0,0,0
0.0019,9.25609,0.15319,0.16185,1.3861,0.36273,0.61064,0.70182,4.56966,0.00198,0.10467,0.19996,4.77693,24.58142,23.51098,0.21769,5.04545,2.60564,0,23.54974,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.3765,0,0,0,0
0,0,0,0,0,0.13435,0,0,0,0,0,0,0.53077,2.73127,0,0.02177,0.45868,0,0,0,363.8602,0,0
