0,0,3166.8,0,39,5.067,0,0,0,0,5.66,0,0,0,0
0,0,0,0,0,0,13.846,0,0,0,1.816,0,0,0,0.546
0,0,0,2688,28.6,3.304,0,0,15.893,1.54,0.961,1.296,0,0,0
0,0,0,0,33.8,1.762,0,0,32.845,4.62,0.107,2.808,0.03,0,0
0,0,0,0,0,0,0,0,12.714,0.385,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.304,0,0
0,0,0,0,0,0,0,0,0,0,0,0.086,1.488,0,0
0,0,0,0,0,0,0,0,0,0,0,0.086,0.607,0,0
0,0,0,0,0,0,0,0,0,0,0,0.043,0,0.577,0
0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.468,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0
