0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.437,0.078,0,0,0,0,0.012,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.219,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.437,0.039,0,0.201,0.022,0.003,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.219,0.078,0,0.402,0,0.003,0.061,0,0.081,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.219,0.039,0,0.201,0,0,0.061,0.05,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0
0.087,0.039,0,0.523,0.131,0.011,0.184,0.151,0.135,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0,0,0.201,0.022,0.003,0.123,0.05,0,0.26,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0,0,0.201,0.022,0.005,0.123,0.05,0,0.026,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0,0,0.201,0.022,0.005,0.123,0.05,0,0.026,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0,0,0.08,0.022,0.005,0.123,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0,0,0.201,0.022,0.003,0.123,0.05,0,0.026,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0,0,0.04,0.022,0.005,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0,0.098,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.011,0.049,0.08,0.065,0.005,0.123,0,0.27,0.104,0,0,0,0,0,0,0.098,0,0,0.009,0,0,0,0,0,0,0,0
0,0.021,0.195,0.603,0.044,0.003,0.061,0,0.405,0.13,0.444,0.434,0,0,0,0.371,0.098,0,0,0,0.201,0,0,0,0,0,0,0
0,0.007,0.146,0.201,0.009,0,0,0.101,0.539,0.13,0.593,0.434,1.389,3.209,2.032,0.928,0.391,0.447,0,0.088,0.201,5.928,0,0,0,0,0,0
0,0,0.39,0.804,0.009,0.003,0.025,0.252,0.809,0.26,0.296,0.29,2.314,9.841,6.095,2.785,0.586,1.34,0,0.088,1.913,3.952,0,0,0,0,0,0
0,0,0.049,0.04,0.004,0,0,0.151,0.135,0,0,0,2.777,1.07,0.677,0.309,0.195,0.149,0,0.062,0.655,0.988,0,40.792,0,0,0,0
0,0,0,0,0,0,0,0,0.135,1.301,1.185,1.274,1.851,5.134,2.709,1.238,0.391,0.715,0.074,0.088,0.151,0,35.322,13.597,12.646,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,0,0.101,0,0,13.597,0,0,0,0
0,0,0,0,0,0,0,0,0,0.521,0.296,0.29,0,1.07,1.355,0,0,0.149,0.223,0.088,0,0.988,44.153,6.799,12.646,307.177,0,0
