"Id"	"Names"	"trophic_position"	"xaxis"
0	0	0	0.848357683652441
1	1	0	-0.152096777674529
2	2	0	1.96878298579774
3	3	0	0.644618538972802
4	4	0	-1.23754873832608
5	5	0	-1.29241966241639
6	6	0	1.39397805493707
7	7	0	1.85548255113525
8	8	0	0.348642918744515
9	9	0	-2.15286992402494
10	10	0	-0.575629637135298
11	11	0	-1.05289781923613
12	12	1.33333333333333	-1.16953992456076
13	13	1.21212121212121	1.25515046413354
14	14	1.52740552944121	-1.36978079764712
15	15	1.5	-0.821253139172287
16	16	1.3765903307888	0.0835518566292794
17	17	1.38956743002545	1.52468692634244
18	18	1.30696275734444	-2.23430263378709
19	19	1.33333333333333	0.871710371383369
20	20	1.59812540545916	1.49255046438915
21	21	1.66762048031639	-0.519982075274112
22	22	1.6755569882529	0.161612339515544
23	23	1.32231404958678	0.602561586940646
24	24	1.35454545454545	-0.605206267654922
25	25	0	0.186941680491438
26	26	0	1.9153119949493
27	27	0	1.90631493142683
28	28	0	1.89036559349904
29	29	0	2.47660054752104
30	30	1.5	-1.16869701049922
31	31	1.33333333333333	2.75056792119971
32	32	1.84400063176183	1.90862285602721
33	33	1.5	0.690166202090302
34	34	2.00076759061834	-1.24578588688471
35	35	1.96963436784332	0.039022630585515
36	36	2.06997236042012	2.82075525417472
37	37	1.5	-1.25476184784933
38	38	1.76190476190476	1.03365164602919
39	39	1	-2.72251799367475
40	40	1	2.4696557906586
41	41	1.8246268918543	-1.84967643281575
42	42	1.89271551603014	2.04556457473001
43	43	1.91141359636109	1.03850053503118
44	44	1.92949237553428	-2.06928368729155
45	45	1.95183099041708	-0.33262674195229
46	46	1.98939354387684	2.64783610991986
47	47	1.85229478775601	-0.801671371250734
48	48	1.85229478775601	-0.942402153102232
49	49	1.74181572199573	1.96275200849302
50	50	1.88799357939729	-2.7636986182551
51	51	1.73501149384545	-1.30051002084684
52	52	1.83351325636914	-0.367189760407821
53	53	1.96431280460621	1.24378574786371
54	54	1	-2.64244265220639
55	55	2.88333638184282	0.497654982327419
56	56	0	2.42093187773138
57	57	0	1.50080762795254
58	58	0	-0.576626810532208
59	59	0	0.253797007257537
60	60	0	2.86049699634347
61	61	0	-0.986327391098918
