dl
n=30
format=fullmatrix
labels:	Bird	Mamm	BillFish	Ltuna	PelaPred	Stuna	Jack	MorEel	PelaSha	BathyDem	DemSha	Dempred	Ray	ODemFish	DemFish	FlatFish	Spela	ReefFeed	Spar	FlyFish	Herb	Turtle	Crus	Echino	MolluWorm	HetBenth	MicroFau	Zoopl	Phyto	BenthAuto
data:
0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.013	0.041	0.08	0	0.567	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.007	0.028	0.034	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.067	0.025	0.053	0.335	0.134	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.022	0.024	0	0.129	0.097	0.07	0	0	0.007	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.045	0	0	0.011	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.011	0.004	0	0	0	0	0	0.019	0.005	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.257	0.134	0	0	0.059	0	0.211	0.018	0.115	0.006	0	0.419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.022	0.024	0	0.257	0.067	0	0	0.059	0.002	0.137	0.018	0.14	0.004	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.841	0.107	0.132	7.979	1.202	1.236	0.876	0	0	0	0	0	0	0	0.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.043	0.022	0	0.012	0.004	0.041	0	0	0.05	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0
0.146	0.001	0	0.412	0.103	0	0.086	0.031	0	0	0.004	0.144	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.022	0.004	0.027	0.129	0.067	0.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.011	0.001	0	0	0	0	0	0.045	0	0	0.011	0.025	0	0	0.243	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1.673	0	0.19	0.108	0.112	0.005	0.434	0.126	0.127	0.033	3.076	3.5	0.005	1.096	0.657	8.614	0	0.015	0.055	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001	0.048	0.021	0.015	0	0.529	0	0	0.859	0	0	0	0.018	15.658	0	0	0	0	0	0	0
0	0	0	1.081	0	0.267	0.669	0.056	0	0.016	0.006	0.097	0.014	2.628	1.829	0.005	0.137	0.271	6.73	0	0.015	0.02	41.754	5.776	0	0	0	0	0	0
0	0	0	0.257	0	0.702	0.047	0	0	0.037	0.052	0.008	0	1.655	0.203	0	0.411	0.002	0	0	0	0.176	9.134	13.239	10.673	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.029	0.042	0	0	0.021	0	0	0	0	6.524	1.324	30.752	3.05	0	0	0	0
0.316	0	0.027	4.635	0.467	3.14	2.373	0	0.005	0.132	0.001	0.002	0.004	0.399	0.856	0.004	128.469	0.5	0	4.616	0	0	13.179	0.18	8.321	4.014	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652	0.18	21.888	1.766	0	717.684	0	0
0	0	0	0	0	0	0	0	0	0	0	0.077	0	0	0.403	0	0	0.005	14.327	0	15.294	0.172	26.096	33.331	32.38	13.485	0	0	0	0
