0,0,0.006,1.716,2.232,0.483,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0
0,0,0.024,1.222,1.456,0.07,0,0.008,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.624,0.012,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.003,0,0,0,0.185,0.01,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.137,0,0,0,0,0,0.088,0.096,1.723,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.004,0.002,0.02,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.09,0,0,0,0.132,0,0.658,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.19,0.088,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.941,2.137,0.002,1.318,1.214,0.578,1.422,0.008,2.525,0.026,0.079,0,0.004,0.027,0,0.938,0,0,5.164,0,0,0,0
0,0,0,0.275,0,0.124,0.274,0.008,1.343,0.013,0.067,0,0.018,0.027,0,0,0,0,0,0,0,0,0
0,0,0.012,0.549,0,0.324,4.49,0.061,3.59,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0
8.312,5.159,0.007,0,0,0,7.358,0.143,4.076,0,0,0,0.122,0.168,17.328,0.938,0,0,7.746,0,12.607,0,0
0.807,0.737,0,1.579,0,0,0.125,0,0,0.018,0,1.476,0.141,0,0,0,0,0,0,0,0,0,0
1.786,0.398,0,0,0,0,0,0.017,5.698,0,0,0,0.235,0.025,47.651,1.407,0,44.887,2.582,0,0,0,0
8.446,6.293,0,0.069,0,0.009,8.082,0.138,5.651,0,0,0.02,0.378,0,0,0.469,8.834,0,5.164,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25,67.33,0,0,176.491,0,0
2.058,0,0,0,0,0.005,3.218,0.011,0.301,0,0,0.1,0.041,0,8.664,0,6.625,0,0,35.705,0,0,0
