0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.031,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.017,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01,0.1,0.071,0.07,0.857,0.019,0.061,0,0,1.349,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0
0.511,2.686,0.139,0.653,0,1.2,0.509,0,0,0,0,4.128,7.608,0,0,0.593,0,0,0,0,0,0,0,0,0,0
0,0.14,0.209,0.231,0.19,1.08,0.259,0.02,0.452,7.308,0,8.321,0,0,0,1.382,0.282,0,0,0,0,0,0,0,0,0
1,0.239,0.238,0.383,0.08,0.04,0.05,0,0,1.131,0,0,0,0,0,0.579,0,0,0,0,0,0,0,0,0,0
0.828,0.051,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0.941,0,0,0,0,0,0,0,0,0,0
0.368,0.089,0.079,0,0,0,0,0,0,1.044,0,4.001,2.906,0,0,0.919,0,0,0,0,0,0,0,0,0,0
0.058,0.089,0.049,0,0,0.577,0.031,0,0,1.044,0,1.905,0,0,0,0.608,0,0,0,0,0,0,0,0,0,0
0.471,0.01,0.07,0.04,0,0.011,0.109,0.03,0,0.348,0.964,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01,0,0.02,0,0.011,0.131,0,0.099,0,2.216,0,0,0,0,0.239,0,0,0,0,0,0,0,0,0,0
0,0.02,0.01,0,0.14,1.269,0.768,0.381,2.516,0,8.094,0,0,0,0,0.232,1.609,0,0,0,0,0,0,0,0,0
0.011,0.02,0.159,0.01,0.18,0.297,0.29,0.402,1.34,8.178,10.599,2.985,0,0,0,0.478,2.674,1.973,0,0,0,0,0,0,0,0
0,0,0,0,0.01,0.12,0.159,0.05,1.735,0,3.95,0,0,0,0,0,0.61,11.72,28.821,0,0,0,0,0,0,0
0,0,0,0,0,0.137,0.05,0.05,0.288,0,1.156,1.588,0,0,0,0,0.007,7.813,4.899,0,0,0,0,0,0,0
0,0.01,0.139,0,0.04,0.017,0.159,0.03,0.938,47.589,46.635,22.23,16.802,1.293,0,0.673,1.408,1.973,9.879,12.9,2.55,0,13.327,0,0,0
0.401,0,0,0,0,0,0.139,0,0,2.61,0.964,0,9.775,0,0,0.13,0,0,0,0,0,39.235,0,0,0,0
0,0,0,0,0,0,0,0,0,14.877,15.416,15.117,14.847,10.342,24.563,0.109,0,0,0,0,0,149.094,66.633,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.588,0.898,9.05,18.422,0,0,0,0,0,0,19.618,26.653,71.112,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.171,18.422,0,0,0,0,0,0,0,0,568.896,429.948,0
