0,0,0,0.02,0.009,0,0,0,0,0.002,0,0.006,0,0,0.183,0,0.071,0,0,0,0,0,0.088,0,0,0,0,0.048,0,0,0,0.17,0,0.021,0,0.229
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.216,0.241,0,0.151,0.011,0,0,0,0,0,0,0,0,0,0.126,0,0.133,0,0.044,0.52,0,0,0,0,1.001,0,0,0,0,0.08,0.053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.012,0,0.11,0,0.011,0.003,0.002,0,0.051,0.058,0.018,0,0,0.019,0,0.032,0,0.096,0.032,0.135,0.116,0,0,0,0,0,0,0.006,0,0,0,0.072
0,0.011,0,0.006,0,0,0,0,0,0.005,0.002,0.02,0.023,0,0,0,0,0,0,0.009,0,0,0.003,0.008,0.026,0,0,0,0,0,0,0.028,0,0.019,0,0.019
0,0.004,0,0.004,0.008,0,0.005,0,0.019,0.005,0.002,0,0.033,0,0.057,0,0,0.14,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0.01,0,0,0,0.013
0,0,0,0.003,0,0,0.023,0,0,0.004,0,0,0.043,0.002,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0
0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.036,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.004,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0.101,0,0,0,0
0,0,0,0,0,0.015,0.083,1.637,0,0,0,0,0.001,0.008,1.671,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,1.323,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.906,0,0,0,0,0,0,0.645,0,0,0,0,0,0,1.299,111.063,0,0.604,22.956,0,0,0,0,0,0,0,0,0,25.35,0,5.286,0,5.49,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.006,0,0,0,0,0,0,0,0.006,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
0,0.002,0,0,0,0,0,0,0,0.017,0.002,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0.072,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.097,0,0,2.87,0,377.151,0,0,0,0,0,0,0,2.085,0,0.007,0,0,0,0,0
0,0,0,0,0,1.379,0.053,0,0.005,0,0,0,0.015,0.007,0.064,0,0,0,0,0.015,0,0.284,0,0,0.005,0,0,0,0,0.007,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.022,0,0,0.01,0,0.023,0.014,0,0.031,0,0,0.04,0,0.015,0.14,0,0,0,0,0.053,0.009,0,0,0,0.564,0,0,0,0.358,0,0.014,0,0.037
0,0.002,0,0,0.011,0.07,0.001,0,0.011,0.01,0.006,0,0.022,0.023,0.049,0,0.007,0.213,0,0.021,0,0,0,0.03,0,0,0,0.002,0,0,0,0.004,0,0,0,0.008
0,0,0,0,0,0,0.012,0,0.013,0,0,0,0,0,0.034,0,0.024,0,0,0,0,0,0.046,0,0,0,0,0.122,0,0,0,0,0,0.006,0,0.074
0,0.003,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.196,0.445,0.119,0.003,0,0.002,0,0.103,0.21,1.471,0,0,1.538,0,0.021,0,0,0,0.012,0,0,0,0,0,0.21,0,0,0,0,0,0.001
0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
