0,19.64,0,10.964,0,27.935,263.296,1.697,0,0.114,0,0,0,0,0,0.04,0,0,132.756,6.154,0.376,0.014,0
0,0,2.418,4.934,0,2.622,0.266,3.902,0,0.762,0.461,0,1.342,0,0.485,1.206,0.324,0,0,5.699,0,0.001,0
0,0,0,0,0,0,0,0.098,0,0,0.066,0,0,0,0,0,0.378,0,0,0,0,0,0
0,0,0.576,0,0,0,0,0.195,0.024,0.038,0.164,0.538,1.207,0,0.485,0.161,0.54,0,0,1.282,0.313,0.003,0
0,18.652,0,3.015,0,5.9,0,0,0,0,0,0.538,0,0,0.218,0.221,0,0,30.028,0,0.125,0,106.128
0,0,0,1.645,0,0,0,2.536,0,0,0.057,0,0,0,0,0.523,0,0,0,2.65,0,0.001,0
0,0,0,0.055,0,0,0,5.853,0,0,0.027,0,0,0,0,0,7.746,0.002,0,0.456,0,0,0
0,0,0,0,0,0,0,0,0.04,0,0.382,0,0,0,0,0,0.901,0.108,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.374,0,0,0,0,0.078,0,0,0.014,0,0,0,0,0,0,0.18,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0.36,0.036,0,0.199,0,0,0
0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0.45,0.024,0,0.285,0,0,0
0,9.216,0,6.195,0,0.151,0.266,0.098,0,0,0,0,0,0,0,0.04,0,0,34.769,1.14,0.125,0,424.512
0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0.126,0.006,0,0.142,0,0,0
0,0,0.058,0,0,0,0,0,0,0,0.014,0,0.067,0,0,0,0,0.008,0,0,0.063,0,0
0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0.12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0
0,6.473,0,5.208,0,5.042,0,1.366,0,0,0.03,0.538,1.342,0,0.485,0.141,0,0,0,0.855,0.376,0.005,0
0,0,0.029,0,0,0,0,0.195,0,0,0.229,0,0,0,0,0,1.261,0.049,0,0,0,0,0
0,0,0.374,0,0,0,0,0.585,0,0.305,0.172,0,0,0,0,0,4.557,0.24,0,0.057,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.658,1.151,6.578,0,0.151,1.066,2.341,0,5.486,0,0.538,0.067,0,0.024,0.306,0.45,0.06,39.511,2.992,60.969,0,0
