0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.067,0.606,0.686,0,0,0,0,0,0,0,0,0,0,0,0
0,0.034,0,0,0.071,0.094,0.471,0,0,0,0,0,0,0,0,0
4.177,0.067,0.606,2.746,0.089,0,0.382,0.028,0,0,0,0,0,0,0,0
4.177,0.135,1.211,5.491,0.107,0,0.763,0.028,0,0,0,0,0,0,0,0
4.177,0.067,1.817,2.746,0.071,0,0.636,0.141,0,0,0,0,0,0,0,0
0,0.236,7.268,15.1,0.303,0,7.287,3.945,138.879,141.113,111.591,0,0,0,0,0
0,0,0,0,0,0.057,0,0.704,0,0,0,0,0,74.4,0,0
0,0,0,0,0,0.252,3.179,2.818,0,0,0,0,0,0,0,0
0,0,0,0,0,0.269,0,10.566,0,0,0,0,29.4,46.5,0,0
0,0,0,0,0,0,0,4.367,34.72,47.038,27.898,5670.876,0,0,0,0
