0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.974,6.02,4.297,0,0,0,0,0,0,0,0
0,5.139,9.31,26.238,85.42,0,26.59,10.631,0,0,0
1.063,3.524,0.716,0,0.327,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,75.13,583.517,6.331,0,0,0,0
0,0,0,0,0,436.946,0,0,3324.888,0,0
0,0,0,0,0,583.517,51.913,24.214,0,0,0
