0,0,0,0,0,0,0,15.149,0.15,16.8,0,0,0,0,0,0,0,0,0,0,0,0,435.369,0,0,95.749,40.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0.003,0,0,0.002,0,0,0,0,0.038,0,0,0
0,0,0.062,0,0,0.363,0.086,0,0,0,0,0,0.452,0,0,0,0,0,0,0,1.875,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0.003,0.942,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0
0,0.034,0,0,0,0.073,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.075,0,0,0,0,0,0,0
0,0,0,0.254,0,0,0.066,0,0.6,0,0.078,0.67,0.124,0,0,0,0,1.209,0,0,0,0.449,0,1.683,0,0,0,0.666,4.879,0,0.487,0,0,0,0,0,0,0,0,0.04,0,0.001,0,0,0,0
0,0,0,0,0,0,0.133,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8.57,0.726,0,0,0,0,0,0,0,15.87,0.81,0.154,0.154,0,0,0.879,0.684,0.607,0,3.535,0.483,0,0,0,0,0,0,0,0,0,0.049,0.067,4.92,0,0.344,0.197,1.094,0,0,1.378,0,0
0,0.026,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0.018,0,0,0,0,0,0,0.133,0,0,0,0,0,0.062,0,0,0,0,0.007,0,0,0,0,0,0,0
0,0.002,0.025,0,0,0.073,0.285,0,0,0,0,0,0.302,0,0,0.137,0.137,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0.018,0,0,0.003,0.037,0,0,0,0.042,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.075,0.747,0,0.214,0.544,0.437,0,0,0,0.044,0.005,0,0,0.36,0,0,0,0.047,0.439,5.282,0.055,0,0,0.005,0,0,0.133,0,0,0,0,0,0.129,0.012,0.062,0,0.002,2.018,0,0,0,0.091,0.014,0,0
0,0,0.025,0,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0.16,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0.038,0.23,0,0
0,0.055,0,0,0.214,0.073,0.033,0,0,0,0.037,0,0.151,0,0.18,0,0,0,0.003,0.22,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.005,0.075,0,0,0,0.19,0,0,0
0,0.055,0,0,0.214,0.073,0.033,0,0,0,0.037,0,0.151,0,0.18,0,0,0,0.003,0.22,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.005,0.075,0,0,0,0.19,0,0,266
0,0.055,0,0,0.214,0.073,0.265,0,0,0,0.027,0.008,0,0,0.144,0.01,0.01,0,0,0.439,0.134,0.07,0,0,0.016,0,0,0.133,0,0,0,0,0,0,0.034,0,0,0,0.037,0,0,0,0.201,0.046,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.055,0,0,0.214,0,0.133,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.304,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0,0,0,0
0,0.055,0,0,0.214,0,0.133,0,0,0,0.107,0,0,0,0.18,0,0,0,0.05,0,0.342,0,0,0,0.016,0,0,0.133,0,0,0,0,0,0.042,0.004,0.012,0,0.001,0.082,0,0,0,0.114,0.046,0,0
0,0,0,0,0,0,0,60.597,0.15,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.372,100.455,0,0,0,0,0,270.286,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.021,0.025,0,0.214,0,0.404,0,0,0,0.03,0.195,0.13,0,0.18,0.216,0.216,0.065,0.053,0.22,0.149,0.349,0,0,0.076,0,0,0.133,0,0,0,0,0,0.145,0.1,0,0,0.001,0.075,0,0,0,0.41,0.216,0,0
