0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695,0,0,0,0,0,0
0.484,0,0.044,0,0.325,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0.032,0,0,0,0,0,0,0,0,0,0.002,0.221,0,0,0.109,0.031,0,0.041,0,0,0.139,0,0,0,0,0,0
0,0,0,0.035,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,0.096,0,0,0,0,1.496,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.691,0,0.044,0,0,0.033,0,0.015,0,0,0,0,0.001,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.101,0.173,0,0,0,0.004,0.002,0.045,0,0.023,0,0,0,0,0.045,0
0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0.108,0.09,0,0,0.014,0,0,0,0,0,0
0.484,0,0,0,0,0,0,0.462,0,0,0,0,0.165,0,0,0.648,0,0,0,0,0,0,0,0,1.959,0,0,0.211,0.43,0,5.264,0,0,0,1.007,0.096,0,0,0.417,0,0,0,0,0,0
0,0,0,0,0,0,0,0.308,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.324,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0
0.569,0,0.022,0.003,0,0.156,0,0.031,0,0,0,0,0.002,0,0,0.381,0,0,0.012,0,0,0,0,0,0,0,0,0,0.011,0.097,0.825,0,0.026,0,0,0.201,1.357,0,0,0,0,0,0,0.045,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0
