0,1.953,5.544,7.904,0,1.715,0,0.338,0.066,0,0.015,0.043,0.205,23.353,0,0,3.274,0,12.251,2.724,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827,0,0,0,0,0
0,0,0,0,0,0.114,0,0,0,0,0,0,0,2.319,0,0,0.305,0,0,0,2.093,0
0,0,0,0,0,0.069,0,3.326,0,0,0,0,0,0,0,0,2.512,0,0,0,0,0
53.53,2.604,6.216,7.382,0,0.206,0,0.676,0.066,0.683,0.015,0.043,0.112,32.711,0,0,3.172,2.73,0,1.082,0,0
0,0,0,0,0,0,0,0,0,0,0,0.056,0.001,0,0,0,1.345,0,0,0,0,0
0,0,0,3.691,0,0,0,0.676,0.194,0,0,0.127,0,0,0,0,0,0,0.305,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.335,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.005,0,0,0,0,0
0,0,0,0,0,0,0,0,0.507,0,0,0,0,1.2,0,0,1.776,0,0,0,0,0
0,0,0,0,0,0,0,0,0.467,0,0,0,0,0,0,0,0.127,0,0,0,0,0
0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.178,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.051,0,0,0,0,0
0,0,0,0,0,7.156,0,4.65,0,0,0,0.071,0,0,0,0,0.279,0,0,0.043,0,0
0,0,0,0,128.31,0,19.597,0.028,0,1.739,0.015,0,0,0.56,0,8.906,0,0.182,0,0,0,2693.25
0,0,0,3.691,0,0,0,0.676,0.194,0,0,0.127,0,0,0,0,0.025,0,0.305,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.362,0,0,6.241,0,14.232,0.388,0,0,0,0,13.996,0,0,1.497,0,18.285,0.363,0,0
0,0,0,4.736,0,2.103,0,2.649,0.621,3.105,0,0.141,0,0,0,0,2.005,0,0,0.043,8.359,0
0,0,0,0,0,0,0,0,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.167,0,0,0.079,0,0,0.069,0,0,0,0,0.305,0,0,0.021,0,0
23.419,0.326,0,7.382,153.972,0,4.899,0,0.115,25.18,0,0.084,0,0,0,35.625,0,0.91,23.405,0,4.187,0
