0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.117,0,0,0,0,0.005,0.052,0,0,0.368,0,0,0,0,0,0,0,0,0,0.015,0.007,0,0,0,0
0.425,1.091,0,0,0,0,0.152,0,0,3.624,0,0,0,0,0,0,0.549,0,1.122,0,0.56,0,11.155,0,0
0,0,0,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.351,0.056,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.003,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.939,0.006,0.185,0,0,0,0,1.107,0.132,0,0,3.183,0.222,0,0.225,0,0.169,0,3.134,0,0.033,0
0,0,0,0,0,0,0,0,0,0,0,0.438,0,0,0,0,0.061,0,0.365,0,0.147,0,0,0,0
0.193,0,0,0,0.988,0.037,0.073,0,0,0,0,0,0.13,0,0,0,0.057,0.056,0,0.385,0.047,0,0,0,0
0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.046,0.009,0.22,0.017,0,0,0,0
0,0.112,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0.056,0,0,0.258,0.217,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0
0,0.003,16.104,0,0.465,0.166,0,0,2.458,2.538,0.587,2.189,0,0,0,0.007,0.019,0,0,0.157,0,1.8,0,0,1535.548
0,0,0,0,0,0,0,0,0,1.068,0.422,0,0.589,0,0,0.294,0,0,0,0.152,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0,0,0
0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0
0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.032,0.121,0.074,0,0,0,0.28,0,0,0.084,0,0,0,0.12,0.063,0,0.129,0.025,0,0.351,0,0
0.145,0,0,0,0,0,0.059,0,0,1.068,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0.014,0,0,0,0
0.146,1.738,96.513,0,0.85,0.143,0.104,0,4.057,4.727,0,2.711,0,0,0,0.054,0.159,0,0.551,0.159,0.039,0,9.157,0,0
