0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
0.035,0,0,0.16,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.006,0,0,0.002,0,0.001,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0
0.056,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.004,0,0,0,0,0.019,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15.147,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0.186,0,0,0,0,0,385.828,0,0.204,0,0,0,0,180,32.571,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0.007,0.002,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0
0,0.027,2.639,0.105,0.097,0.034,0,0.032,0.439,0,0,0,0,0,0.045,0,0.041,0.002,0.003,0,0,0,0.888,0,0.005,0.01,0.292,0.004,0.39,0.039,0,0,0.029,0,0.002,0.511,0,0,0,0,2.011,0,0,0,0,0,1.99,0,0,0,0.122,0.25,0,0,0,0,0.349,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0.002,0,0,0,0,0,0.006,0,0,0.001,0,0,0.045,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.05,0.011,0,0.006,0,0,0,0,0,0.009,0,0.005,0,0,0.009,0
