0,0.354,2.863,2.66,3.414,72.605,0,0,4.345,0,0,10.054,0,2.393,0
0,0,0.109,0,0,0,0,0,0.106,0,0,0.131,0,0,0
0,0,0,0,0,0,0,1.006,0.593,0,0,0,0.08,0,0
0,0,0.675,0,0.178,0,0,0.359,0.212,0,0,0,0.08,0,0
0,0,0.784,0,0,0,0,0.359,0.424,0,0,0,0.08,0,0
0,0.354,3.266,3.121,4.944,0,0,0,0.975,0,0,1.286,0.054,4.486,0
0,2.576,0,0.39,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.348,0,0
0,0,0,0,0,0,0,1.293,0,0,0,0,0.107,0,0
0,0,0.414,0,0,0,0,1.523,5.299,0,0,0,0.054,0.897,0
13.166,0.053,0,0,0,0,0,0,1.696,10.541,0,1.26,0,0,5349.285
0,0,0.381,0.372,0.724,0,0,0.216,0.424,0,0,0,0.107,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.272,0.089,0.137,0,0,0.144,1.187,0,0,0.21,0.08,0,0
92.162,0.271,0.816,1.481,4.097,9.681,0,1.2,4.875,34.259,0,10.763,0,5.981,0
