0,0,0,0,0,1.044,0,4.001,0,0.089,2.906,0,0,0,0,0,0,0,0,0,0,0.079,0,0.919,0,0.368
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.02,0,0.099,0,0,0.131,0,0.011,0.01,0,0,0,0,0,0,0,0,0,0,2.216,0,0,0.239,0,0
0,0.071,0,0,0,0,0.019,0,0.857,0.01,0,0,0.07,0,0,0,0,0,0.061,0,1.349,0.1,0,0,0,0
0,0,1.609,2.516,0,0,0.768,0,1.269,0.02,0,0,0.14,0,0,0,0,0,0.381,0,8.094,0.01,0,0.232,0,0
0,0.653,0,0,0,0,0.509,4.128,1.2,2.686,7.608,0,0,0,0,0,0,0,0,0,0,0.139,0,0.593,0,0.511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.383,0,0,0,0,0.05,0,0.04,0.239,0,0,0.08,0,0,0,0,0,0,0,0,0.238,0,0.579,0,1
0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.011,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941,0,0.828
0,0,0,0,0,2.61,0.139,0,0,0,9.775,0,0,0,0,0,0,0,0,0,0.964,0,0,0.13,39.235,0.401
0,0,0,0,0,0,0.011,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.342,0,0,0,0,14.877,0,15.117,0,0,14.847,66.633,0,0,0,0,0,0,0,24.563,15.416,0,0,0.109,149.094,0
9.05,0,0,0,0,0,0,1.588,0,0,0.898,26.653,0,71.112,0,0,0,0,0,18.422,0,0,0,0,19.618,0
0,0,0.007,0.288,7.813,0,0.05,1.588,0.137,0,0,0,0,0,0,0,0,0,0.05,0,1.156,0,4.899,0,0,0
5.171,0,0,0,0,0,0,0,0,0,0,0,0,568.896,429.948,0,0,0,0,18.422,0,0,0,0,0,0
0,0,0.61,1.735,11.72,0,0.159,0,0.12,0,0,0,0.01,0,0,0,0,0,0.05,0,3.95,0,28.821,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.044,0.031,1.905,0.577,0.089,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0.608,0,0.058
0,0.231,0,0,0,7.308,0.259,8.321,1.08,0.14,0,0,0.19,0,0,0,0,0,0.02,0,0,0.209,0,1.382,0,0
0,0,0,0,0,0,0,0,0.011,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01,2.674,1.34,1.973,8.178,0.29,2.985,0.297,0.02,0,0,0.18,0,0,0,0,0,0.402,0,10.599,0.159,0,0.478,0,0.011
0,0.04,0,0,0,0,0.109,0,0.011,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0.07,0,0,0,0.471
1.293,0,1.408,0.938,1.973,47.589,0.159,22.23,0.017,0.01,16.802,0,0.04,0,0,2.55,0,12.9,0.03,0,46.635,0.139,9.879,0.673,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
