0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.15,0.808,0,0.091,0.385,0,29.419,0,0,0,0.002,0,0.004,0.006,0.018,0.01,0.218,0.001,0.003,0.021,0.251,0.054,0,0.284,0.223,5.868,0.005,0,0,0,0.783,0.4,0.254,1.664,0,0.004,0,0.296,0.046,0.047,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.036,0,0,0.008,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0.043,0,0.005,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0.252,0.002,0,0,0,0.013,0
0.113,0,0.013,0,0,0,0.306,0,5.884,0,0,0,0,0.067,0.012,0,0.002,0,0.013,0,0.006,0,0.063,0.027,0.005,0.025,0.036,6.179,0.039,0,0,0.065,0.054,0.03,0.26,2.917,0,0.003,0.211,0,0.024,0,0.015
0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0.023,0,0,0,0,0.002,0,0,0,0,0.043,0.052,0.016,0.008,0.033,0,0.055,0.071,0.032,0,0,0.027,0.019,0.03,0.006,0,0,0,0,0,0,0.063,0,0,0,0.025,0,0,0,0.679,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.041,0,0,0.136,4.311,0.071,0,0.041,0.002,0,0.015,0.03,0.019,0.005,0.014,0.004,0.184,0.083,0,0.093,0,0.054,0.005,0.065,0.483,0.588,0,0,0.671,0.052,0.074,0.363,0.093,3.576,1.01,0.002,0.29,0,0.046,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
