0,0,0,3.788,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.792,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.142,0,0,0,0.44,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.514,0,0,5.277,0.31,0,0,0,0,0,0,0,0
0,0,1.31,0,9.661,3.028,0,2.287,0.124,0,0,1.391,0,0,0,0,0
0,0,0,0.616,0,0,0,0,0.083,0,0,0,0,0,0,0,0
0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.719,0,0,0,0,2.232,0,0
0.959,1.612,4.39,0,0,0,0,0,0,3.719,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13.76,0,0,0,27.472,42.41,0,0
0,0,0,0,0,13.628,12.096,0,0,0,0,1.391,0,0,0,0,0
