Species                   Kbu       Ktd      Kdir    Kindir         K
PisF                  0.14286   3.97685   1.80952   2.31019   4.11971
Bird                  0.00000  10.00000   3.58333   6.41667  10.00000
PlaF                  0.42857   1.28704   1.30952   0.40608   1.71561
BentF                 0.42857   2.31481   1.80952   0.93386   2.74339
BeDepF                0.78571   0.75000   1.39286   0.14286   1.53571
BeSuspF               0.50000   0.77778   1.05952   0.21825   1.27778
MacroZP               1.11905   0.77778   1.50000   0.39683   1.89683
MesoZP                2.28571   0.33333   1.66667   0.95238   2.61905
PerMacrophyt          1.03571   0.00000   0.64286   0.39286   1.03571
AnMacrophyt           1.86905   0.00000   1.22619   0.64286   1.86905
Phyto                 5.09524   0.00000   2.00000   3.09524   5.09524
